Equipo_Local;Equipo_Visitante;Goles_Equipo_Local;Goles_Equipo_Visitante;Temporada;Fecha
Sevilla;Celta;4;2;2020/2021;21/11/2020
Atlético;Barcelona;1;0;2020/2021;21/11/2020
Eibar;Getafe;0;0;2020/2021;22/11/2020
Cádiz;R. Sociedad;0;1;2020/2021;22/11/2020
Granada;Real Valladolid;1;3;2020/2021;22/11/2020
Alavés;Valencia;2;2;2020/2021;22/11/2020
Athletic;Betis;4;0;2020/2021;23/11/2020
Real Valladolid;Levante;1;1;2020/2021;27/11/2020
Elche;Cádiz;1;1;2020/2021;28/11/2020
Valencia;Atlético;0;1;2020/2021;28/11/2020
Huesca;Sevilla;0;1;2020/2021;28/11/2020
Real Madrid;Alavés;1;2;2020/2021;28/11/2020
Barcelona;Osasuna;4;0;2020/2021;29/11/2020
Getafe;Athletic;1;1;2020/2021;29/11/2020
Celta;Granada;3;1;2020/2021;29/11/2020
R. Sociedad;Villarreal;1;1;2020/2021;29/11/2020
Betis;Eibar;0;2;2020/2021;30/11/2020
Athletic;Celta;0;2;2020/2021;04/12/2020
Levante;Getafe;3;0;2020/2021;05/12/2020
Sevilla;Real Madrid;0;1;2020/2021;05/12/2020
Atlético;Real Valladolid;2;0;2020/2021;05/12/2020
Cádiz;Barcelona;2;1;2020/2021;05/12/2020
Granada;Huesca;3;3;2020/2021;06/12/2020
Osasuna;Betis;0;2;2020/2021;06/12/2020
Villarreal;Elche;0;0;2020/2021;06/12/2020
Alavés;R. Sociedad;0;0;2020/2021;06/12/2020
Eibar;Valencia;0;0;2020/2021;07/12/2020
Real Valladolid;Osasuna;3;2;2020/2021;11/12/2020
Valencia;Athletic;2;2;2020/2021;12/12/2020
Getafe;Sevilla;0;1;2020/2021;12/12/2020
Huesca;Alavés;1;0;2020/2021;12/12/2020
Real Madrid;Atlético;2;0;2020/2021;12/12/2020
R. Sociedad;Eibar;1;1;2020/2021;13/12/2020
Betis;Villarreal;1;1;2020/2021;13/12/2020
Elche;Granada;0;1;2020/2021;13/12/2020
Barcelona;Levante;1;0;2020/2021;13/12/2020
Celta;Cádiz;4;0;2020/2021;14/12/2020
Athletic;Huesca;2;0;2020/2021;18/12/2020
Atlético;Elche;3;1;2020/2021;19/12/2020
Barcelona;Valencia;2;2;2020/2021;19/12/2020
Levante;R. Sociedad;2;1;2020/2021;19/12/2020
Osasuna;Villarreal;1;3;2020/2021;19/12/2020
Sevilla;Real Valladolid;1;1;2020/2021;19/12/2020
Celta;Alavés;2;0;2020/2021;20/12/2020
Granada;Betis;2;0;2020/2021;20/12/2020
Cádiz;Getafe;0;2;2020/2021;20/12/2020
Eibar;Real Madrid;1;3;2020/2021;20/12/2020
Elche;Osasuna;2;2;2020/2021;22/12/2020
Valencia;Sevilla;0;1;2020/2021;22/12/2020
Huesca;Levante;1;1;2020/2021;22/12/2020
R. Sociedad;Atlético;0;2;2020/2021;22/12/2020
Villarreal;Athletic;1;1;2020/2021;22/12/2020
Real Valladolid;Barcelona;0;3;2020/2021;22/12/2020
Getafe;Celta;1;1;2020/2021;23/12/2020
Real Madrid;Granada;2;0;2020/2021;23/12/2020
Alavés;Eibar;2;1;2020/2021;23/12/2020
Betis;Cádiz;1;0;2020/2021;23/12/2020
Sevilla;Villarreal;2;0;2020/2021;29/12/2020
Barcelona;Eibar;1;1;2020/2021;29/12/2020
Levante;Betis;4;3;2020/2021;29/12/2020
Cádiz;Real Valladolid;0;0;2020/2021;29/12/2020
Granada;Valencia;2;1;2020/2021;30/12/2020
Atlético;Getafe;1;0;2020/2021;30/12/2020
Celta;Huesca;2;1;2020/2021;30/12/2020
Elche;Real Madrid;1;1;2020/2021;30/12/2020
Athletic;R. Sociedad;0;1;2020/2021;31/12/2020
Osasuna;Alavés;1;1;2020/2021;31/12/2020
Villarreal;Levante;2;1;2020/2021;02/01/2021
Betis;Sevilla;1;1;2020/2021;02/01/2021
Getafe;Real Valladolid;0;1;2020/2021;02/01/2021
Real Madrid;Celta;2;0;2020/2021;02/01/2021
Athletic;Elche;1;0;2020/2021;03/01/2021
Alavés;Atlético;1;2;2020/2021;03/01/2021
Eibar;Granada;2;0;2020/2021;03/01/2021
R. Sociedad;Osasuna;1;1;2020/2021;03/01/2021
Huesca;Barcelona;0;1;2020/2021;03/01/2021
Valencia;Cádiz;1;1;2020/2021;04/01/2021
Celta;Villarreal;0;4;2020/2021;08/01/2021
Sevilla;R. Sociedad;3;2;2020/2021;09/01/2021
Granada;Barcelona;0;4;2020/2021;09/01/2021
Osasuna;Real Madrid;0;0;2020/2021;09/01/2021
Levante;Eibar;2;1;2020/2021;10/01/2021
Cádiz;Alavés;3;1;2020/2021;10/01/2021
Real Valladolid;Valencia;0;1;2020/2021;10/01/2021
Elche;Getafe;1;3;2020/2021;11/01/2021
Huesca;Betis;0;2;2020/2021;11/01/2021
Atlético;Athletic;2;1;2020/2021;10/03/2021
Real Madrid;Athletic;3;1;2020/2021;15/12/2020
Barcelona;R. Sociedad;2;1;2020/2021;16/12/2020
Real Valladolid;Elche;2;2;2020/2021;19/01/2021
Cádiz;Levante;2;2;2020/2021;19/01/2021
Alavés;Sevilla;1;2;2020/2021;19/01/2021
Getafe;Huesca;1;0;2020/2021;20/01/2021
Betis;Celta;2;1;2020/2021;20/01/2021
Villarreal;Granada;2;2;2020/2021;20/01/2021
Valencia;Osasuna;1;1;2020/2021;21/01/2021
Eibar;Atlético;1;2;2020/2021;21/01/2021
Levante;Real Valladolid;2;2;2020/2021;22/01/2021
Huesca;Villarreal;0;0;2020/2021;23/01/2021
Sevilla;Cádiz;3;0;2020/2021;23/01/2021
R. Sociedad;Betis;2;2;2020/2021;23/01/2021
Alavés;Real Madrid;1;4;2020/2021;23/01/2021
Osasuna;Granada;3;1;2020/2021;24/01/2021
Elche;Barcelona;0;2;2020/2021;24/01/2021
Celta;Eibar;1;1;2020/2021;24/01/2021
Atlético;Valencia;3;1;2020/2021;24/01/2021
Athletic;Getafe;5;1;2020/2021;25/01/2021
Real Valladolid;Huesca;1;3;2020/2021;29/01/2021
Eibar;Sevilla;0;2;2020/2021;30/01/2021
Real Madrid;Levante;1;2;2020/2021;30/01/2021
Valencia;Elche;1;0;2020/2021;30/01/2021
Villarreal;R. Sociedad;1;1;2020/2021;30/01/2021
Getafe;Alavés;0;0;2020/2021;31/01/2021
Cádiz;Atlético;2;4;2020/2021;31/01/2021
Granada;Celta;0;0;2020/2021;31/01/2021
Barcelona;Athletic;2;1;2020/2021;31/01/2021
Betis;Osasuna;1;0;2020/2021;01/02/2021
Alavés;Real Valladolid;1;0;2020/2021;05/02/2021
Levante;Granada;2;2;2020/2021;06/02/2021
Huesca;Real Madrid;1;2;2020/2021;06/02/2021
Elche;Villarreal;2;2;2020/2021;06/02/2021
Sevilla;Getafe;3;0;2020/2021;06/02/2021
R. Sociedad;Cádiz;4;1;2020/2021;07/02/2021
Athletic;Valencia;1;1;2020/2021;07/02/2021
Osasuna;Eibar;2;1;2020/2021;07/02/2021
Betis;Barcelona;2;3;2020/2021;07/02/2021
Atlético;Celta;2;2;2020/2021;08/02/2021
Celta;Elche;3;1;2020/2021;12/02/2021
Granada;Atlético;1;2;2020/2021;13/02/2021
Sevilla;Huesca;1;0;2020/2021;13/02/2021
Eibar;Real Valladolid;1;1;2020/2021;13/02/2021
Barcelona;Alavés;5;1;2020/2021;13/02/2021
Getafe;R. Sociedad;0;1;2020/2021;14/02/2021
Real Madrid;Valencia;2;0;2020/2021;14/02/2021
Levante;Osasuna;0;1;2020/2021;14/02/2021
Villarreal;Betis;1;2;2020/2021;14/02/2021
Cádiz;Athletic;0;4;2020/2021;15/02/2021
Betis;Getafe;1;0;2020/2021;19/02/2021
Elche;Eibar;1;0;2020/2021;20/02/2021
Atlético;Levante;0;2;2020/2021;20/02/2021
Valencia;Celta;2;0;2020/2021;20/02/2021
Real Valladolid;Real Madrid;0;1;2020/2021;20/02/2021
Barcelona;Cádiz;1;1;2020/2021;21/02/2021
R. Sociedad;Alavés;4;0;2020/2021;21/02/2021
Huesca;Granada;3;2;2020/2021;21/02/2021
Athletic;Villarreal;1;1;2020/2021;21/02/2021
Osasuna;Sevilla;0;2;2020/2021;22/02/2021
Levante;Athletic;1;1;2020/2021;26/02/2021
Eibar;Huesca;1;1;2020/2021;27/02/2021
Sevilla;Barcelona;0;2;2020/2021;27/02/2021
Alavés;Osasuna;0;1;2020/2021;27/02/2021
Getafe;Valencia;3;0;2020/2021;27/02/2021
Celta;Real Valladolid;1;1;2020/2021;28/02/2021
Cádiz;Betis;0;1;2020/2021;28/02/2021
Granada;Elche;2;1;2020/2021;28/02/2021
Villarreal;Atlético;0;2;2020/2021;28/02/2021
Real Madrid;R. Sociedad;1;1;2020/2021;01/03/2021
Valencia;Villarreal;2;1;2020/2021;05/03/2021
Real Valladolid;Getafe;2;1;2020/2021;06/03/2021
Elche;Sevilla;2;1;2020/2021;06/03/2021
Cádiz;Eibar;1;0;2020/2021;06/03/2021
Osasuna;Barcelona;0;2;2020/2021;06/03/2021
Huesca;Celta;3;4;2020/2021;07/03/2021
Atlético;Real Madrid;1;1;2020/2021;07/03/2021
R. Sociedad;Levante;1;0;2020/2021;07/03/2021
Athletic;Granada;2;1;2020/2021;07/03/2021
Betis;Alavés;3;2;2020/2021;08/03/2021
Levante;Valencia;1;0;2020/2021;12/03/2021
Alavés;Cádiz;1;1;2020/2021;13/03/2021
Real Madrid;Elche;2;1;2020/2021;13/03/2021
Osasuna;Real Valladolid;0;0;2020/2021;13/03/2021
Getafe;Atlético;0;0;2020/2021;13/03/2021
Celta;Athletic;0;0;2020/2021;14/03/2021
Granada;R. Sociedad;1;0;2020/2021;14/03/2021
Eibar;Villarreal;1;3;2020/2021;14/03/2021
Sevilla;Betis;1;0;2020/2021;14/03/2021
Barcelona;Huesca;4;1;2020/2021;15/03/2021
Betis;Levante;2;0;2020/2021;19/03/2021
Athletic;Eibar;1;1;2020/2021;20/03/2021
Celta;Real Madrid;1;3;2020/2021;20/03/2021
Huesca;Osasuna;0;0;2020/2021;20/03/2021
Real Valladolid;Sevilla;1;1;2020/2021;20/03/2021
Getafe;Elche;1;1;2020/2021;21/03/2021
Valencia;Granada;2;1;2020/2021;21/03/2021
Villarreal;Cádiz;2;1;2020/2021;21/03/2021
Atlético;Alavés;1;0;2020/2021;21/03/2021
R. Sociedad;Barcelona;1;6;2020/2021;21/03/2021
Levante;Huesca;0;2;2020/2021;02/04/2021
Granada;Villarreal;0;3;2020/2021;03/04/2021
Real Madrid;Eibar;2;0;2020/2021;03/04/2021
Osasuna;Getafe;0;0;2020/2021;03/04/2021
Alavés;Celta;1;3;2020/2021;04/04/2021
Elche;Betis;1;1;2020/2021;04/04/2021
Cádiz;Valencia;2;1;2020/2021;04/04/2021
Sevilla;Atlético;1;0;2020/2021;04/04/2021
Barcelona;Real Valladolid;1;0;2020/2021;05/04/2021
R. Sociedad;Athletic;1;1;2020/2021;07/04/2021
Huesca;Elche;3;1;2020/2021;09/04/2021
Getafe;Cádiz;0;1;2020/2021;10/04/2021
Athletic;Alavés;0;0;2020/2021;10/04/2021
Eibar;Levante;0;1;2020/2021;10/04/2021
Real Madrid;Barcelona;2;1;2020/2021;10/04/2021
Villarreal;Osasuna;1;2;2020/2021;11/04/2021
Valencia;R. Sociedad;2;2;2020/2021;11/04/2021
Real Valladolid;Granada;1;2;2020/2021;11/04/2021
Betis;Atlético;1;1;2020/2021;11/04/2021
Celta;Sevilla;3;4;2020/2021;12/04/2021
Levante;Sevilla;0;1;2020/2021;21/04/2021
Osasuna;Valencia;3;1;2020/2021;21/04/2021
Betis;Athletic;0;0;2020/2021;21/04/2021
Alavés;Villarreal;2;1;2020/2021;21/04/2021
Elche;Real Valladolid;1;1;2020/2021;21/04/2021
Cádiz;Real Madrid;0;3;2020/2021;21/04/2021
Atlético;Huesca;2;0;2020/2021;22/04/2021
R. Sociedad;Celta;2;1;2020/2021;22/04/2021
Granada;Eibar;4;1;2020/2021;22/04/2021
Barcelona;Getafe;5;2;2020/2021;22/04/2021
Elche;Levante;1;0;2020/2021;24/04/2021
Real Valladolid;Cádiz;1;1;2020/2021;24/04/2021
Valencia;Alavés;1;1;2020/2021;24/04/2021
Real Madrid;Betis;0;0;2020/2021;24/04/2021
Huesca;Getafe;0;2;2020/2021;25/04/2021
Villarreal;Barcelona;1;2;2020/2021;25/04/2021
Sevilla;Granada;2;1;2020/2021;25/04/2021
Celta;Osasuna;2;1;2020/2021;25/04/2021
Athletic;Atlético;2;1;2020/2021;25/04/2021
Eibar;R. Sociedad;0;1;2020/2021;26/04/2021
Osasuna;Elche;2;0;2020/2021;18/04/2021
R. Sociedad;Sevilla;1;2;2020/2021;18/04/2021
Atlético;Eibar;5;0;2020/2021;18/04/2021
Alavés;Huesca;1;0;2020/2021;18/04/2021
Cádiz;Celta;0;0;2020/2021;18/04/2021
Betis;Valencia;2;2;2020/2021;18/04/2021
Getafe;Real Madrid;0;0;2020/2021;18/04/2021
Levante;Villarreal;1;5;2020/2021;18/04/2021
Athletic;Real Valladolid;2;2;2020/2021;28/04/2021
Barcelona;Granada;1;2;2020/2021;29/04/2021
Celta;Levante;2;0;2020/2021;30/04/2021
Eibar;Alavés;3;0;2020/2021;01/05/2021
Elche;Atlético;0;1;2020/2021;01/05/2021
Huesca;R. Sociedad;1;0;2020/2021;01/05/2021
Real Madrid;Osasuna;2;0;2020/2021;01/05/2021
Real Valladolid;Betis;1;1;2020/2021;02/05/2021
Villarreal;Getafe;1;0;2020/2021;02/05/2021
Granada;Cádiz;0;1;2020/2021;02/05/2021
Valencia;Barcelona;2;3;2020/2021;02/05/2021
Sevilla;Athletic;0;1;2020/2021;03/05/2021
R. Sociedad;Elche;2;0;2020/2021;07/05/2021
Alavés;Levante;2;2;2020/2021;08/05/2021
Barcelona;Atlético;0;0;2020/2021;08/05/2021
Cádiz;Huesca;2;1;2020/2021;08/05/2021
Athletic;Osasuna;2;2;2020/2021;08/05/2021
Getafe;Eibar;0;1;2020/2021;08/05/2021
Valencia;Real Valladolid;3;0;2020/2021;09/05/2021
Villarreal;Celta;2;4;2020/2021;09/05/2021
Real Madrid;Sevilla;2;2;2020/2021;09/05/2021
Betis;Granada;2;1;2020/2021;09/05/2021
Osasuna;Cádiz;3;2;2020/2021;11/05/2021
Elche;Alavés;0;2;2020/2021;11/05/2021
Levante;Barcelona;3;3;2020/2021;11/05/2021
Sevilla;Valencia;1;0;2020/2021;12/05/2021
Huesca;Athletic;1;0;2020/2021;12/05/2021
Celta;Getafe;1;0;2020/2021;12/05/2021
Atlético;R. Sociedad;2;1;2020/2021;12/05/2021
Real Valladolid;Villarreal;0;2;2020/2021;13/05/2021
Eibar;Betis;1;1;2020/2021;13/05/2021
Granada;Real Madrid;1;4;2020/2021;13/05/2021
Barcelona;Celta;1;2;2020/2021;16/05/2021
Atlético;Osasuna;2;1;2020/2021;16/05/2021
Athletic;Real Madrid;0;1;2020/2021;16/05/2021
Valencia;Eibar;4;1;2020/2021;16/05/2021
Alavés;Granada;4;2;2020/2021;16/05/2021
R. Sociedad;Real Valladolid;4;1;2020/2021;16/05/2021
Betis;Huesca;1;0;2020/2021;16/05/2021
Cádiz;Elche;1;3;2020/2021;16/05/2021
Villarreal;Sevilla;4;0;2020/2021;16/05/2021
Getafe;Levante;2;1;2020/2021;16/05/2021
Levante;Cádiz;2;2;2020/2021;21/05/2021
Celta;Betis;2;3;2020/2021;22/05/2021
Eibar;Barcelona;0;1;2020/2021;22/05/2021
Elche;Athletic;2;0;2020/2021;22/05/2021
Real Valladolid;Atlético;1;2;2020/2021;22/05/2021
Huesca;Valencia;0;0;2020/2021;22/05/2021
Real Madrid;Villarreal;2;1;2020/2021;22/05/2021
Osasuna;R. Sociedad;0;1;2020/2021;22/05/2021
Granada;Getafe;0;0;2020/2021;23/05/2021
Sevilla;Alavés;1;0;2020/2021;23/05/2021
Valencia;Getafe;1;0;2021/2022;13/08/2021
Cádiz;Levante;1;1;2021/2022;14/08/2021
Mallorca;Betis;1;1;2021/2022;14/08/2021
Alavés;Real Madrid;1;4;2021/2022;14/08/2021
Osasuna;Espanyol;0;0;2021/2022;14/08/2021
Celta;Atlético;1;2;2021/2022;15/08/2021
Barcelona;R. Sociedad;4;2;2021/2022;15/08/2021
Sevilla;Rayo;3;0;2021/2022;15/08/2021
Villarreal;Granada;0;0;2021/2022;16/08/2021
Elche;Athletic;0;0;2021/2022;16/08/2021
Betis;Cádiz;1;1;2021/2022;20/08/2021
Alavés;Mallorca;0;1;2021/2022;21/08/2021
Espanyol;Villarreal;0;0;2021/2022;21/08/2021
Granada;Valencia;1;1;2021/2022;21/08/2021
Athletic;Barcelona;1;1;2021/2022;21/08/2021
R. Sociedad;Rayo;1;0;2021/2022;22/08/2021
Atlético;Elche;1;0;2021/2022;22/08/2021
Levante;Real Madrid;3;3;2021/2022;22/08/2021
Getafe;Sevilla;0;1;2021/2022;23/08/2021
Osasuna;Celta;0;0;2021/2022;23/08/2021
Mallorca;Espanyol;1;0;2021/2022;27/08/2021
Valencia;Alavés;3;0;2021/2022;27/08/2021
Celta;Athletic;0;1;2021/2022;28/08/2021
Elche;Sevilla;1;1;2021/2022;28/08/2021
R. Sociedad;Levante;1;0;2021/2022;28/08/2021
Betis;Real Madrid;0;1;2021/2022;28/08/2021
Barcelona;Getafe;2;1;2021/2022;29/08/2021
Cádiz;Osasuna;2;3;2021/2022;29/08/2021
Rayo;Granada;4;0;2021/2022;29/08/2021
Atlético;Villarreal;2;2;2021/2022;29/08/2021
Levante;Rayo;1;1;2021/2022;11/09/2021
Athletic;Mallorca;2;0;2021/2022;11/09/2021
Espanyol;Atlético;1;2;2021/2022;12/09/2021
Osasuna;Valencia;1;4;2021/2022;12/09/2021
Cádiz;R. Sociedad;0;2;2021/2022;12/09/2021
Real Madrid;Celta;5;2;2021/2022;12/09/2021
Getafe;Elche;0;1;2021/2022;13/09/2021
Granada;Betis;1;2;2021/2022;13/09/2021
Villarreal;Alavés;5;2;2021/2022;21/12/2021
Sevilla;Barcelona;1;1;2021/2022;21/12/2021
Celta;Cádiz;1;2;2021/2022;17/09/2021
Rayo;Getafe;3;0;2021/2022;18/09/2021
Atlético;Athletic;0;0;2021/2022;18/09/2021
Elche;Levante;1;1;2021/2022;18/09/2021
Alavés;Osasuna;0;2;2021/2022;18/09/2021
Mallorca;Villarreal;0;0;2021/2022;19/09/2021
R. Sociedad;Sevilla;0;0;2021/2022;19/09/2021
Betis;Espanyol;2;2;2021/2022;19/09/2021
Valencia;Real Madrid;1;2;2021/2022;19/09/2021
Barcelona;Granada;1;1;2021/2022;20/09/2021
Getafe;Atlético;1;2;2021/2022;21/09/2021
Athletic;Rayo;1;2;2021/2022;21/09/2021
Levante;Celta;0;2;2021/2022;21/09/2021
Espanyol;Alavés;1;0;2021/2022;22/09/2021
Sevilla;Valencia;3;1;2021/2022;22/09/2021
Real Madrid;Mallorca;6;1;2021/2022;22/09/2021
Villarreal;Elche;4;1;2021/2022;22/09/2021
Granada;R. Sociedad;2;3;2021/2022;23/09/2021
Osasuna;Betis;1;3;2021/2022;23/09/2021
Cádiz;Barcelona;0;0;2021/2022;23/09/2021
Alavés;Atlético;1;0;2021/2022;25/09/2021
Valencia;Athletic;1;1;2021/2022;25/09/2021
Sevilla;Espanyol;2;0;2021/2022;25/09/2021
Real Madrid;Villarreal;0;0;2021/2022;25/09/2021
Mallorca;Osasuna;2;3;2021/2022;26/09/2021
Barcelona;Levante;3;0;2021/2022;26/09/2021
Rayo;Cádiz;3;1;2021/2022;26/09/2021
R. Sociedad;Elche;1;0;2021/2022;26/09/2021
Betis;Getafe;2;0;2021/2022;26/09/2021
Celta;Granada;1;0;2021/2022;27/09/2021
Athletic;Alavés;1;0;2021/2022;01/10/2021
Osasuna;Rayo;1;0;2021/2022;02/10/2021
Mallorca;Levante;1;0;2021/2022;02/10/2021
Cádiz;Valencia;0;0;2021/2022;02/10/2021
Atlético;Barcelona;2;0;2021/2022;02/10/2021
Elche;Celta;1;0;2021/2022;03/10/2021
Espanyol;Real Madrid;2;1;2021/2022;03/10/2021
Getafe;R. Sociedad;1;1;2021/2022;03/10/2021
Villarreal;Betis;2;0;2021/2022;03/10/2021
Granada;Sevilla;1;0;2021/2022;03/10/2021
Levante;Getafe;0;0;2021/2022;16/10/2021
R. Sociedad;Mallorca;1;0;2021/2022;16/10/2021
Rayo;Elche;2;1;2021/2022;17/10/2021
Celta;Sevilla;0;1;2021/2022;17/10/2021
Villarreal;Osasuna;1;2;2021/2022;17/10/2021
Barcelona;Valencia;3;1;2021/2022;17/10/2021
Alavés;Betis;0;1;2021/2022;18/10/2021
Espanyol;Cádiz;2;0;2021/2022;18/10/2021
Real Madrid;Athletic;1;0;2021/2022;01/12/2021
Granada;Atlético;2;1;2021/2022;22/12/2021
Osasuna;Granada;1;1;2021/2022;22/10/2021
Valencia;Mallorca;2;2;2021/2022;23/10/2021
Cádiz;Alavés;0;2;2021/2022;23/10/2021
Elche;Espanyol;2;2;2021/2022;23/10/2021
Athletic;Villarreal;2;1;2021/2022;23/10/2021
Sevilla;Levante;5;3;2021/2022;24/10/2021
Barcelona;Real Madrid;1;2;2021/2022;24/10/2021
Betis;Rayo;3;2;2021/2022;24/10/2021
Atlético;R. Sociedad;2;2;2021/2022;24/10/2021
Getafe;Celta;0;3;2021/2022;25/10/2021
Alavés;Elche;1;0;2021/2022;26/10/2021
Espanyol;Athletic;1;1;2021/2022;26/10/2021
Villarreal;Cádiz;3;3;2021/2022;26/10/2021
Mallorca;Sevilla;1;1;2021/2022;27/10/2021
Rayo;Barcelona;1;0;2021/2022;27/10/2021
Betis;Valencia;4;1;2021/2022;27/10/2021
Real Madrid;Osasuna;0;0;2021/2022;27/10/2021
Celta;R. Sociedad;0;2;2021/2022;28/10/2021
Granada;Getafe;1;1;2021/2022;28/10/2021
Levante;Atlético;2;2;2021/2022;28/10/2021
Elche;Real Madrid;1;2;2021/2022;30/10/2021
Sevilla;Osasuna;2;0;2021/2022;30/10/2021
Valencia;Villarreal;2;0;2021/2022;30/10/2021
Barcelona;Alavés;1;1;2021/2022;30/10/2021
Cádiz;Mallorca;1;1;2021/2022;31/10/2021
Atlético;Betis;3;0;2021/2022;31/10/2021
Getafe;Espanyol;2;1;2021/2022;31/10/2021
R. Sociedad;Athletic;1;1;2021/2022;31/10/2021
Rayo;Celta;0;0;2021/2022;01/11/2021
Levante;Granada;0;3;2021/2022;01/11/2021
Athletic;Cádiz;0;1;2021/2022;05/11/2021
Espanyol;Granada;2;0;2021/2022;06/11/2021
Celta;Barcelona;3;3;2021/2022;06/11/2021
Alavés;Levante;2;1;2021/2022;06/11/2021
Real Madrid;Rayo;2;1;2021/2022;06/11/2021
Villarreal;Getafe;1;0;2021/2022;07/11/2021
Valencia;Atlético;3;3;2021/2022;07/11/2021
Mallorca;Elche;2;2;2021/2022;07/11/2021
Osasuna;R. Sociedad;0;2;2021/2022;07/11/2021
Betis;Sevilla;0;2;2021/2022;07/11/2021
Levante;Athletic;0;0;2021/2022;19/11/2021
Celta;Villarreal;1;1;2021/2022;20/11/2021
Sevilla;Alavés;2;2;2021/2022;20/11/2021
Atlético;Osasuna;1;0;2021/2022;20/11/2021
Barcelona;Espanyol;1;0;2021/2022;20/11/2021
Getafe;Cádiz;4;0;2021/2022;21/11/2021
Granada;Real Madrid;1;4;2021/2022;21/11/2021
Elche;Betis;0;3;2021/2022;21/11/2021
R. Sociedad;Valencia;0;0;2021/2022;21/11/2021
Rayo;Mallorca;3;1;2021/2022;22/11/2021
Athletic;Granada;2;2;2021/2022;26/11/2021
Alavés;Celta;1;2;2021/2022;27/11/2021
Valencia;Rayo;1;1;2021/2022;27/11/2021
Mallorca;Getafe;0;0;2021/2022;27/11/2021
Villarreal;Barcelona;1;3;2021/2022;27/11/2021
Betis;Levante;3;1;2021/2022;28/11/2021
Espanyol;R. Sociedad;1;0;2021/2022;28/11/2021
Cádiz;Atlético;1;4;2021/2022;28/11/2021
Real Madrid;Sevilla;2;1;2021/2022;28/11/2021
Osasuna;Elche;1;1;2021/2022;29/11/2021
Granada;Alavés;2;1;2021/2022;03/12/2021
Sevilla;Villarreal;1;0;2021/2022;04/12/2021
Barcelona;Betis;0;1;2021/2022;04/12/2021
Atlético;Mallorca;1;2;2021/2022;04/12/2021
R. Sociedad;Real Madrid;0;2;2021/2022;04/12/2021
Rayo;Espanyol;1;0;2021/2022;05/12/2021
Elche;Cádiz;3;1;2021/2022;05/12/2021
Levante;Osasuna;0;0;2021/2022;05/12/2021
Celta;Valencia;1;2;2021/2022;05/12/2021
Getafe;Athletic;0;0;2021/2022;06/12/2021
Mallorca;Celta;0;0;2021/2022;10/12/2021
Espanyol;Levante;4;3;2021/2022;11/12/2021
Alavés;Getafe;1;1;2021/2022;11/12/2021
Valencia;Elche;2;1;2021/2022;11/12/2021
Athletic;Sevilla;0;1;2021/2022;11/12/2021
Villarreal;Rayo;2;0;2021/2022;12/12/2021
Osasuna;Barcelona;2;2;2021/2022;12/12/2021
Betis;R. Sociedad;4;0;2021/2022;12/12/2021
Real Madrid;Atlético;2;0;2021/2022;12/12/2021
Cádiz;Granada;1;1;2021/2022;13/12/2021
Celta;Espanyol;3;1;2021/2022;17/12/2021
Rayo;Alavés;2;0;2021/2022;18/12/2021
R. Sociedad;Villarreal;1;3;2021/2022;18/12/2021
Barcelona;Elche;3;2;2021/2022;18/12/2021
Sevilla;Atlético;2;1;2021/2022;18/12/2021
Granada;Mallorca;4;1;2021/2022;19/12/2021
Athletic;Betis;3;2;2021/2022;19/12/2021
Getafe;Osasuna;1;0;2021/2022;19/12/2021
Real Madrid;Cádiz;0;0;2021/2022;19/12/2021
Levante;Valencia;3;4;2021/2022;20/12/2021
Valencia;Espanyol;1;2;2021/2022;31/12/2021
Getafe;Real Madrid;1;0;2021/2022;02/01/2022
Atlético;Rayo;2;0;2021/2022;02/01/2022
Elche;Granada;0;0;2021/2022;02/01/2022
Alavés;R. Sociedad;1;1;2021/2022;02/01/2022
Betis;Celta;0;2;2021/2022;02/01/2022
Mallorca;Barcelona;0;1;2021/2022;02/01/2022
Villarreal;Levante;5;0;2021/2022;03/01/2022
Osasuna;Athletic;1;3;2021/2022;03/01/2022
Cádiz;Sevilla;0;1;2021/2022;03/01/2022
Levante;Mallorca;2;0;2021/2022;08/01/2022
R. Sociedad;Celta;1;0;2021/2022;08/01/2022
Granada;Barcelona;1;1;2021/2022;08/01/2022
Real Madrid;Valencia;4;1;2021/2022;08/01/2022
Rayo;Betis;1;1;2021/2022;09/01/2022
Sevilla;Getafe;1;0;2021/2022;09/01/2022
Alavés;Athletic;0;0;2021/2022;09/01/2022
Osasuna;Cádiz;2;0;2021/2022;09/01/2022
Villarreal;Atlético;2;2;2021/2022;09/01/2022
Espanyol;Elche;1;2;2021/2022;10/01/2022
Athletic;Real Madrid;1;2;2021/2022;22/12/2021
Elche;Villarreal;1;0;2021/2022;16/01/2022
Betis;Alavés;4;0;2021/2022;18/01/2022
Cádiz;Espanyol;2;2;2021/2022;18/01/2022
Celta;Osasuna;2;0;2021/2022;19/01/2022
Valencia;Sevilla;1;1;2021/2022;19/01/2022
Getafe;Granada;4;2;2021/2022;20/01/2022
Atlético;Levante;0;1;2021/2022;16/02/2022
Mallorca;R. Sociedad;0;2;2021/2022;02/03/2022
Barcelona;Rayo;0;1;2021/2022;24/04/2022
Espanyol;Betis;1;4;2021/2022;21/01/2022
Levante;Cádiz;0;2;2021/2022;22/01/2022
Villarreal;Mallorca;3;0;2021/2022;22/01/2022
Sevilla;Celta;2;2;2021/2022;22/01/2022
Atlético;Valencia;3;2;2021/2022;22/01/2022
