Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Resultados;Fecha;Temporada
Granada;Local;2;6;0;0;3;5;0;0;1;0;0;0;0;0;No;1;22/11/2015;2015/2016
Athletic;Visitante;0;0;0;6;0;0;0;5;0;0;0;0;0;1;No;1;22/11/2015;2015/2016
Sporting Gijón;Local;0;5;0;0;0;5;0;0;0;0;1;0;0;0;No;2;22/11/2015;2015/2016
Levante;Visitante;0;0;3;4;0;0;3;4;0;0;0;1;0;0;Si;2;22/11/2015;2015/2016
Villarreal;Local;1;11;0;0;1;13;0;0;0;1;0;0;0;0;No;x;22/11/2015;2015/2016
Eibar;Visitante;0;0;1;9;0;0;1;9;0;0;0;0;1;0;No;x;22/11/2015;2015/2016
Getafe;Local;1;10;0;0;1;10;0;0;0;1;0;0;0;0;Si;x;23/11/2015;2015/2016
Rayo;Visitante;0;0;1;6;0;0;1;4;0;0;0;0;1;0;Si;x;23/11/2015;2015/2016
Levante;Local;0;6;0;0;0;6;0;0;0;0;1;0;0;0;Si;2;27/11/2015;2015/2016
Betis;Visitante;0;0;1;7;0;0;3;14;0;0;0;2;0;0;No;2;27/11/2015;2015/2016
Atlético;Local;1;9;0;0;3;16;0;0;3;0;0;0;0;0;No;1;28/11/2015;2015/2016
Espanyol;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;3;No;1;28/11/2015;2015/2016
Barcelona;Local;4;22;0;0;3;21;0;0;7;0;0;0;0;0;No;1;28/11/2015;2015/2016
R. Sociedad;Visitante;0;0;0;8;0;0;0;7;0;0;0;0;0;2;No;1;28/11/2015;2015/2016
Celta;Local;2;14;0;0;3;11;0;0;1;0;0;0;0;0;No;1;28/11/2015;2015/2016
Sporting Gijón;Visitante;0;0;1;7;0;0;0;7;0;0;0;0;0;3;No;1;28/11/2015;2015/2016
Las Palmas;Local;0;4;0;0;0;8;0;0;0;0;1;0;0;0;No;2;28/11/2015;2015/2016
Deportivo;Visitante;0;0;2;10;0;0;3;12;0;0;0;1;0;0;No;2;28/11/2015;2015/2016
Málaga;Local;2;7;0;0;1;9;0;0;0;1;0;0;0;0;No;x;28/11/2015;2015/2016
Granada;Visitante;0;0;2;9;0;0;1;6;0;0;0;0;1;0;No;x;28/11/2015;2015/2016
Eibar;Local;0;8;0;0;0;11;0;0;0;0;1;0;0;0;No;2;29/11/2015;2015/2016
Real Madrid;Visitante;0;0;2;16;0;0;3;14;0;0;0;1;0;0;No;2;29/11/2015;2015/2016
Getafe;Local;2;12;0;0;3;13;0;0;1;0;0;0;0;0;Si;1;29/11/2015;2015/2016
Villarreal;Visitante;0;0;0;5;0;0;0;8;0;0;0;0;0;2;No;1;29/11/2015;2015/2016
Sevilla;Local;1;15;0;0;3;15;0;0;5;0;0;0;0;0;No;1;29/11/2015;2015/2016
Valencia;Visitante;0;0;0;8;0;0;0;7;0;0;0;0;0;1;No;1;29/11/2015;2015/2016
Rayo;Local;0;8;0;0;0;10;0;0;0;0;1;0;0;0;Si;2;29/11/2015;2015/2016
Athletic;Visitante;0;0;3;9;0;0;3;8;0;0;0;1;0;0;No;2;29/11/2015;2015/2016
Betis;Local;1;6;0;0;1;5;0;0;0;1;0;0;0;0;No;x;05/12/2015;2015/2016
Celta;Visitante;0;0;1;11;0;0;1;14;0;0;0;0;1;0;No;x;05/12/2015;2015/2016
Granada;Local;0;6;0;0;0;5;0;0;0;0;1;0;0;0;No;2;05/12/2015;2015/2016
Atlético;Visitante;0;0;2;11;0;0;3;16;0;0;0;2;0;0;No;2;05/12/2015;2015/2016
Deportivo;Local;1;11;0;0;1;10;0;0;0;1;0;0;0;0;No;x;05/12/2015;2015/2016
Sevilla;Visitante;0;0;1;4;0;0;1;4;0;0;0;0;1;0;No;x;05/12/2015;2015/2016
Real Madrid;Local;4;16;0;0;3;16;0;0;1;0;0;0;0;0;No;1;05/12/2015;2015/2016
Getafe;Visitante;0;0;1;3;0;0;0;1;0;0;0;0;0;3;Si;1;05/12/2015;2015/2016
Valencia;Local;1;10;0;0;1;13;0;0;0;2;0;0;0;0;No;x;05/12/2015;2015/2016
Barcelona;Visitante;0;0;1;12;0;0;1;13;0;0;0;0;1;0;No;x;05/12/2015;2015/2016
Athletic;Local;0;12;0;0;1;13;0;0;0;1;0;0;0;0;No;x;06/12/2015;2015/2016
Málaga;Visitante;0;0;0;0;0;0;1;2;0;0;0;0;1;0;No;x;06/12/2015;2015/2016
R. Sociedad;Local;2;8;0;0;3;8;0;0;2;0;0;0;0;0;No;1;06/12/2015;2015/2016
Eibar;Visitante;0;0;1;10;0;0;0;9;0;0;0;0;0;1;No;1;06/12/2015;2015/2016
Sporting Gijón;Local;3;8;0;0;3;8;0;0;1;0;0;0;0;0;No;1;06/12/2015;2015/2016
Las Palmas;Visitante;0;0;1;7;0;0;0;2;0;0;0;0;0;1;No;1;06/12/2015;2015/2016
Villarreal;Local;2;13;0;0;3;16;0;0;1;0;0;0;0;0;No;1;06/12/2015;2015/2016
Rayo;Visitante;0;0;1;7;0;0;0;4;0;0;0;0;0;1;Si;1;06/12/2015;2015/2016
Espanyol;Local;1;7;0;0;1;11;0;0;0;1;0;0;0;0;No;x;07/12/2015;2015/2016
Levante;Visitante;0;0;1;5;0;0;1;5;0;0;0;0;1;0;Si;x;07/12/2015;2015/2016
Getafe;Local;1;13;0;0;1;14;0;0;0;1;0;0;0;0;Si;x;11/12/2015;2015/2016
R. Sociedad;Visitante;0;0;1;9;0;0;1;8;0;0;0;0;1;0;No;x;11/12/2015;2015/2016
Barcelona;Local;2;24;0;0;1;22;0;0;0;1;0;0;0;0;No;x;12/12/2015;2015/2016
Deportivo;Visitante;0;0;2;12;0;0;1;13;0;0;0;0;1;0;No;x;12/12/2015;2015/2016
Celta;Local;1;15;0;0;3;14;0;0;2;0;0;0;0;0;No;1;12/12/2015;2015/2016
Espanyol;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;4;No;1;12/12/2015;2015/2016
Las Palmas;Local;1;5;0;0;3;11;0;0;1;0;0;0;0;0;No;1;12/12/2015;2015/2016
Betis;Visitante;0;0;0;7;0;0;0;14;0;0;0;0;0;1;No;1;12/12/2015;2015/2016
Levante;Local;1;7;0;0;0;6;0;0;0;0;2;0;0;0;Si;2;12/12/2015;2015/2016
Granada;Visitante;0;0;2;11;0;0;3;9;0;0;0;1;0;0;No;2;12/12/2015;2015/2016
Sevilla;Local;2;17;0;0;3;18;0;0;6;0;0;0;0;0;No;1;12/12/2015;2015/2016
Sporting Gijón;Visitante;0;0;0;7;0;0;0;7;0;0;0;0;0;4;No;1;12/12/2015;2015/2016
Atlético;Local;2;11;0;0;3;19;0;0;4;0;0;0;0;0;No;1;13/12/2015;2015/2016
Athletic;Visitante;0;0;1;10;0;0;0;11;0;0;0;0;0;1;No;1;13/12/2015;2015/2016
Eibar;Local;1;9;0;0;1;12;0;0;0;1;0;0;0;0;No;x;13/12/2015;2015/2016
Valencia;Visitante;0;0;1;9;0;0;1;8;0;0;0;0;1;0;No;x;13/12/2015;2015/2016
Rayo;Local;1;9;0;0;0;10;0;0;0;0;2;0;0;0;Si;2;13/12/2015;2015/2016
Málaga;Visitante;0;0;2;2;0;0;3;5;0;0;0;1;0;0;No;2;13/12/2015;2015/2016
Villarreal;Local;1;14;0;0;3;19;0;0;2;0;0;0;0;0;No;1;13/12/2015;2015/2016
Real Madrid;Visitante;0;0;0;16;0;0;0;14;0;0;0;0;0;1;No;1;13/12/2015;2015/2016
Betis;Local;0;6;0;0;1;6;0;0;0;1;0;0;0;0;No;x;19/12/2015;2015/2016
Sevilla;Visitante;0;0;0;4;0;0;1;5;0;0;0;0;1;0;No;x;19/12/2015;2015/2016
Espanyol;Local;1;8;0;0;3;14;0;0;1;0;0;0;0;0;No;1;19/12/2015;2015/2016
Las Palmas;Visitante;0;0;0;7;0;0;0;2;0;0;0;0;0;2;No;1;19/12/2015;2015/2016
Deportivo;Local;2;13;0;0;3;13;0;0;1;0;0;0;0;0;No;1;19/12/2015;2015/2016
Eibar;Visitante;0;0;0;10;0;0;0;9;0;0;0;0;0;2;No;1;19/12/2015;2015/2016
Valencia;Local;2;12;0;0;1;14;0;0;0;3;0;0;0;0;No;x;19/12/2015;2015/2016
Getafe;Visitante;0;0;2;5;0;0;1;2;0;0;0;0;1;0;Si;x;19/12/2015;2015/2016
Athletic;Local;2;14;0;0;3;16;0;0;1;0;0;0;0;0;No;1;20/12/2015;2015/2016
Levante;Visitante;0;0;0;5;0;0;0;5;0;0;0;0;0;1;Si;1;20/12/2015;2015/2016
Granada;Local;0;6;0;0;0;5;0;0;0;0;2;0;0;0;No;2;20/12/2015;2015/2016
Celta;Visitante;0;0;2;13;0;0;3;17;0;0;0;1;0;0;No;2;20/12/2015;2015/2016
Málaga;Local;1;8;0;0;3;12;0;0;1;0;0;0;0;0;No;1;20/12/2015;2015/2016
Atlético;Visitante;0;0;0;11;0;0;0;16;0;0;0;0;0;1;No;1;20/12/2015;2015/2016
Real Madrid;Local;10;26;0;0;3;19;0;0;2;0;0;0;0;0;No;1;20/12/2015;2015/2016
Rayo;Visitante;0;0;2;9;0;0;0;4;0;0;0;0;0;2;Si;1;20/12/2015;2015/2016
R. Sociedad;Local;0;8;0;0;0;8;0;0;0;0;1;0;0;0;No;2;20/12/2015;2015/2016
Villarreal;Visitante;0;0;2;7;0;0;3;11;0;0;0;1;0;0;No;2;20/12/2015;2015/2016
Barcelona;Local;4;28;0;0;3;25;0;0;1;0;0;0;0;0;No;1;30/12/2015;2015/2016
Betis;Visitante;0;0;0;7;0;0;0;14;0;0;0;0;0;2;No;1;30/12/2015;2015/2016
Celta;Local;0;15;0;0;0;14;0;0;0;0;1;0;0;0;No;2;30/12/2015;2015/2016
Athletic;Visitante;0;0;1;11;0;0;3;14;0;0;0;1;0;0;No;2;30/12/2015;2015/2016
Eibar;Local;2;11;0;0;3;15;0;0;1;0;0;0;0;0;No;1;30/12/2015;2015/2016
Sporting Gijón;Visitante;0;0;0;7;0;0;0;7;0;0;0;0;0;5;No;1;30/12/2015;2015/2016
Getafe;Local;0;13;0;0;1;15;0;0;0;2;0;0;0;0;Si;x;30/12/2015;2015/2016
Deportivo;Visitante;0;0;0;12;0;0;1;14;0;0;0;0;2;0;No;x;30/12/2015;2015/2016
Las Palmas;Local;4;9;0;0;3;14;0;0;2;0;0;0;0;0;No;1;30/12/2015;2015/2016
Granada;Visitante;0;0;1;12;0;0;0;9;0;0;0;0;0;1;No;1;30/12/2015;2015/2016
Levante;Local;0;7;0;0;0;6;0;0;0;0;3;0;0;0;Si;2;30/12/2015;2015/2016
Málaga;Visitante;0;0;1;3;0;0;3;8;0;0;0;2;0;0;No;2;30/12/2015;2015/2016
Real Madrid;Local;3;29;0;0;3;22;0;0;3;0;0;0;0;0;No;1;30/12/2015;2015/2016
R. Sociedad;Visitante;0;0;1;10;0;0;0;8;0;0;0;0;0;1;No;1;30/12/2015;2015/2016
Sevilla;Local;2;19;0;0;3;21;0;0;7;0;0;0;0;0;No;1;30/12/2015;2015/2016
Espanyol;Visitante;0;0;0;8;0;0;0;6;0;0;0;0;0;5;No;1;30/12/2015;2015/2016
Rayo;Local;0;9;0;0;0;10;0;0;0;0;3;0;0;0;Si;2;30/12/2015;2015/2016
Atlético;Visitante;0;0;2;13;0;0;3;19;0;0;0;1;0;0;No;2;30/12/2015;2015/2016
Villarreal;Local;1;15;0;0;3;22;0;0;3;0;0;0;0;0;No;1;31/12/2015;2015/2016
Valencia;Visitante;0;0;0;9;0;0;0;8;0;0;0;0;0;1;No;1;31/12/2015;2015/2016
Atlético;Local;1;12;0;0;3;22;0;0;5;0;0;0;0;0;No;1;02/01/2016;2015/2016
Levante;Visitante;0;0;0;5;0;0;0;5;0;0;0;0;0;2;Si;1;02/01/2016;2015/2016
Espanyol;Local;0;8;0;0;1;15;0;0;0;1;0;0;0;0;No;x;02/01/2016;2015/2016
Barcelona;Visitante;0;0;0;12;0;0;1;14;0;0;0;0;2;0;No;x;02/01/2016;2015/2016
Málaga;Local;2;10;0;0;3;15;0;0;2;0;0;0;0;0;No;1;02/01/2016;2015/2016
Celta;Visitante;0;0;0;13;0;0;0;17;0;0;0;0;0;1;No;1;02/01/2016;2015/2016
Athletic;Local;2;16;0;0;1;17;0;0;0;1;0;0;0;0;No;x;03/01/2016;2015/2016
Las Palmas;Visitante;0;0;2;9;0;0;1;3;0;0;0;0;1;0;No;x;03/01/2016;2015/2016
Betis;Local;0;6;0;0;0;6;0;0;0;0;1;0;0;0;No;2;03/01/2016;2015/2016
Eibar;Visitante;0;0;4;14;0;0;3;12;0;0;0;1;0;0;No;2;03/01/2016;2015/2016
Granada;Local;2;8;0;0;3;8;0;0;1;0;0;0;0;0;No;1;03/01/2016;2015/2016
Sevilla;Visitante;0;0;1;5;0;0;0;5;0;0;0;0;0;1;No;1;03/01/2016;2015/2016
Deportivo;Local;1;14;0;0;0;13;0;0;0;0;1;0;0;0;No;2;03/01/2016;2015/2016
Villarreal;Visitante;0;0;2;9;0;0;3;14;0;0;0;2;0;0;No;2;03/01/2016;2015/2016
Valencia;Local;2;14;0;0;1;15;0;0;0;4;0;0;0;0;No;x;03/01/2016;2015/2016
Real Madrid;Visitante;0;0;2;18;0;0;1;15;0;0;0;0;1;0;No;x;03/01/2016;2015/2016
Rayo;Local;2;11;0;0;1;11;0;0;0;1;0;0;0;0;Si;x;03/01/2016;2015/2016
R. Sociedad;Visitante;0;0;2;12;0;0;1;9;0;0;0;0;1;0;No;x;03/01/2016;2015/2016
Sporting Gijón;Local;1;9;0;0;0;8;0;0;0;0;1;0;0;0;No;2;04/01/2016;2015/2016
Getafe;Visitante;0;0;2;7;0;0;3;5;0;0;0;1;0;0;Si;2;04/01/2016;2015/2016
Barcelona;Local;4;32;0;0;3;28;0;0;2;0;0;0;0;0;No;1;09/01/2016;2015/2016
Granada;Visitante;0;0;0;12;0;0;0;9;0;0;0;0;0;2;No;1;09/01/2016;2015/2016
Getafe;Local;1;14;0;0;3;18;0;0;1;0;0;0;0;0;Si;1;09/01/2016;2015/2016
Betis;Visitante;0;0;0;7;0;0;0;14;0;0;0;0;0;3;No;1;09/01/2016;2015/2016
Levante;Local;2;9;0;0;3;9;0;0;1;0;0;0;0;0;Si;1;09/01/2016;2015/2016
Rayo;Visitante;0;0;1;10;0;0;0;4;0;0;0;0;0;3;Si;1;09/01/2016;2015/2016
Real Madrid;Local;5;34;0;0;3;25;0;0;4;0;0;0;0;0;No;1;09/01/2016;2015/2016
Deportivo;Visitante;0;0;0;12;0;0;0;14;0;0;0;0;0;1;No;1;09/01/2016;2015/2016
Sevilla;Local;2;21;0;0;3;24;0;0;8;0;0;0;0;0;No;1;09/01/2016;2015/2016
Athletic;Visitante;0;0;0;11;0;0;0;14;0;0;0;0;0;1;No;1;09/01/2016;2015/2016
Celta;Local;0;15;0;0;0;14;0;0;0;0;2;0;0;0;No;2;10/01/2016;2015/2016
Atlético;Visitante;0;0;2;15;0;0;3;22;0;0;0;2;0;0;No;2;10/01/2016;2015/2016
Eibar;Local;2;13;0;0;3;18;0;0;2;0;0;0;0;0;No;1;10/01/2016;2015/2016
Espanyol;Visitante;0;0;1;9;0;0;0;6;0;0;0;0;0;6;No;1;10/01/2016;2015/2016
Las Palmas;Local;1;10;0;0;1;15;0;0;0;1;0;0;0;0;No;x;10/01/2016;2015/2016
Málaga;Visitante;0;0;1;4;0;0;1;9;0;0;0;0;1;0;No;x;10/01/2016;2015/2016
R. Sociedad;Local;2;10;0;0;3;11;0;0;1;0;0;0;0;0;No;1;10/01/2016;2015/2016
Valencia;Visitante;0;0;0;9;0;0;0;8;0;0;0;0;0;2;No;1;10/01/2016;2015/2016
Villarreal;Local;2;17;0;0;3;25;0;0;4;0;0;0;0;0;No;1;10/01/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;7;0;0;0;7;0;0;0;0;0;6;No;1;10/01/2016;2015/2016
Celta;Local;4;19;0;0;3;17;0;0;1;0;0;0;0;0;No;1;16/01/2016;2015/2016
Levante;Visitante;0;0;3;8;0;0;0;5;0;0;0;0;0;3;Si;1;16/01/2016;2015/2016
Sevilla;Local;2;23;0;0;3;27;0;0;9;0;0;0;0;0;No;1;16/01/2016;2015/2016
Málaga;Visitante;0;0;1;5;0;0;0;9;0;0;0;0;0;1;No;1;16/01/2016;2015/2016
R. Sociedad;Local;1;11;0;0;1;12;0;0;0;1;0;0;0;0;No;x;16/01/2016;2015/2016
Deportivo;Visitante;0;0;1;13;0;0;1;15;0;0;0;0;1;0;No;x;16/01/2016;2015/2016
Villarreal;Local;0;17;0;0;1;26;0;0;0;1;0;0;0;0;No;x;16/01/2016;2015/2016
Betis;Visitante;0;0;0;7;0;0;1;15;0;0;0;0;1;0;No;x;16/01/2016;2015/2016
Barcelona;Local;6;38;0;0;3;31;0;0;3;0;0;0;0;0;No;1;17/01/2016;2015/2016
Athletic;Visitante;0;0;0;11;0;0;0;14;0;0;0;0;0;2;No;1;17/01/2016;2015/2016
Getafe;Local;3;17;0;0;3;21;0;0;2;0;0;0;0;0;Si;1;17/01/2016;2015/2016
Espanyol;Visitante;0;0;1;10;0;0;0;6;0;0;0;0;0;7;No;1;17/01/2016;2015/2016
Las Palmas;Local;0;10;0;0;0;15;0;0;0;0;1;0;0;0;No;2;17/01/2016;2015/2016
Atlético;Visitante;0;0;3;18;0;0;3;25;0;0;0;3;0;0;No;2;17/01/2016;2015/2016
Real Madrid;Local;5;39;0;0;3;28;0;0;5;0;0;0;0;0;No;1;17/01/2016;2015/2016
Sporting Gijón;Visitante;0;0;1;8;0;0;0;7;0;0;0;0;0;7;No;1;17/01/2016;2015/2016
Valencia;Local;2;16;0;0;1;16;0;0;0;5;0;0;0;0;No;x;17/01/2016;2015/2016
Rayo;Visitante;0;0;2;12;0;0;1;5;0;0;0;0;1;0;Si;x;17/01/2016;2015/2016
Eibar;Local;5;18;0;0;3;21;0;0;3;0;0;0;0;0;No;1;18/01/2016;2015/2016
Granada;Visitante;0;0;1;13;0;0;0;9;0;0;0;0;0;3;No;1;18/01/2016;2015/2016
Sporting Gijón;Local;5;14;0;0;3;11;0;0;1;0;0;0;0;0;No;1;22/01/2016;2015/2016
R. Sociedad;Visitante;0;0;1;13;0;0;0;9;0;0;0;0;0;1;No;1;22/01/2016;2015/2016
Espanyol;Local;2;10;0;0;1;16;0;0;0;2;0;0;0;0;No;x;23/01/2016;2015/2016
Villarreal;Visitante;0;0;2;11;0;0;1;15;0;0;0;0;1;0;No;x;23/01/2016;2015/2016
Granada;Local;3;11;0;0;3;11;0;0;2;0;0;0;0;0;No;1;23/01/2016;2015/2016
Getafe;Visitante;0;0;2;9;0;0;0;5;0;0;0;0;0;1;Si;1;23/01/2016;2015/2016
Málaga;Local;1;11;0;0;0;15;0;0;0;0;1;0;0;0;No;2;23/01/2016;2015/2016
Barcelona;Visitante;0;0;2;14;0;0;3;17;0;0;0;1;0;0;No;2;23/01/2016;2015/2016
Rayo;Local;3;14;0;0;3;14;0;0;1;0;0;0;0;0;Si;1;23/01/2016;2015/2016
Celta;Visitante;0;0;0;13;0;0;0;17;0;0;0;0;0;2;No;1;23/01/2016;2015/2016
Athletic;Local;5;21;0;0;3;20;0;0;1;0;0;0;0;0;No;1;24/01/2016;2015/2016
Eibar;Visitante;0;0;2;16;0;0;0;12;0;0;0;0;0;1;No;1;24/01/2016;2015/2016
Atlético;Local;0;12;0;0;1;23;0;0;0;1;0;0;0;0;No;x;24/01/2016;2015/2016
Sevilla;Visitante;0;0;0;5;0;0;1;6;0;0;0;0;1;0;No;x;24/01/2016;2015/2016
Betis;Local;1;7;0;0;1;7;0;0;0;1;0;0;0;0;No;x;24/01/2016;2015/2016
Real Madrid;Visitante;0;0;1;19;0;0;1;16;0;0;0;0;2;0;No;x;24/01/2016;2015/2016
Deportivo;Local;1;15;0;0;1;14;0;0;0;1;0;0;0;0;No;x;24/01/2016;2015/2016
Valencia;Visitante;0;0;1;10;0;0;1;9;0;0;0;0;1;0;No;x;24/01/2016;2015/2016
Levante;Local;3;12;0;0;3;12;0;0;2;0;0;0;0;0;Si;1;25/01/2016;2015/2016
Las Palmas;Visitante;0;0;2;11;0;0;0;3;0;0;0;0;0;1;No;1;25/01/2016;2015/2016
Barcelona;Local;2;40;0;0;3;34;0;0;4;0;0;0;0;0;No;1;30/01/2016;2015/2016
Atlético;Visitante;0;0;1;19;0;0;0;25;0;0;0;0;0;1;No;1;30/01/2016;2015/2016
Eibar;Local;1;19;0;0;0;21;0;0;0;0;1;0;0;0;No;2;30/01/2016;2015/2016
Málaga;Visitante;0;0;2;7;0;0;3;12;0;0;0;1;0;0;No;2;30/01/2016;2015/2016
Getafe;Local;0;17;0;0;0;21;0;0;0;0;1;0;0;0;Si;2;30/01/2016;2015/2016
Athletic;Visitante;0;0;1;12;0;0;3;17;0;0;0;1;0;0;No;2;30/01/2016;2015/2016
R. Sociedad;Local;2;13;0;0;3;15;0;0;1;0;0;0;0;0;No;1;30/01/2016;2015/2016
Betis;Visitante;0;0;1;8;0;0;0;15;0;0;0;0;0;1;No;1;30/01/2016;2015/2016
Villarreal;Local;1;18;0;0;3;29;0;0;1;0;0;0;0;0;No;1;30/01/2016;2015/2016
Granada;Visitante;0;0;0;13;0;0;0;9;0;0;0;0;0;4;No;1;30/01/2016;2015/2016
Las Palmas;Local;2;12;0;0;3;18;0;0;1;0;0;0;0;0;No;1;31/01/2016;2015/2016
Celta;Visitante;0;0;1;14;0;0;0;17;0;0;0;0;0;3;No;1;31/01/2016;2015/2016
Real Madrid;Local;6;45;0;0;3;31;0;0;6;0;0;0;0;0;No;1;31/01/2016;2015/2016
Espanyol;Visitante;0;0;0;10;0;0;0;6;0;0;0;0;0;8;No;1;31/01/2016;2015/2016
Sevilla;Local;3;26;0;0;3;30;0;0;10;0;0;0;0;0;No;1;31/01/2016;2015/2016
Levante;Visitante;0;0;1;9;0;0;0;5;0;0;0;0;0;4;Si;1;31/01/2016;2015/2016
Valencia;Local;0;16;0;0;0;16;0;0;0;0;1;0;0;0;No;2;31/01/2016;2015/2016
Sporting Gijón;Visitante;0;0;1;9;0;0;3;10;0;0;0;1;0;0;No;2;31/01/2016;2015/2016
Deportivo;Local;2;17;0;0;1;15;0;0;0;2;0;0;0;0;No;x;01/02/2016;2015/2016
Rayo;Visitante;0;0;2;14;0;0;1;6;0;0;0;0;2;0;Si;x;01/02/2016;2015/2016
Málaga;Local;3;14;0;0;3;18;0;0;1;0;0;0;0;0;No;1;05/02/2016;2015/2016
Getafe;Visitante;0;0;0;9;0;0;0;5;0;0;0;0;0;2;Si;1;05/02/2016;2015/2016
Athletic;Local;0;21;0;0;1;21;0;0;0;1;0;0;0;0;No;x;06/02/2016;2015/2016
Villarreal;Visitante;0;0;0;11;0;0;1;16;0;0;0;0;2;0;No;x;06/02/2016;2015/2016
Atlético;Local;3;15;0;0;3;26;0;0;1;0;0;0;0;0;No;1;06/02/2016;2015/2016
Eibar;Visitante;0;0;1;17;0;0;0;12;0;0;0;0;0;2;No;1;06/02/2016;2015/2016
Sporting Gijón;Local;1;15;0;0;1;12;0;0;0;1;0;0;0;0;No;x;06/02/2016;2015/2016
Deportivo;Visitante;0;0;1;14;0;0;1;16;0;0;0;0;2;0;No;x;06/02/2016;2015/2016
Rayo;Local;2;16;0;0;3;17;0;0;2;0;0;0;0;0;Si;1;06/02/2016;2015/2016
Las Palmas;Visitante;0;0;0;11;0;0;0;3;0;0;0;0;0;2;No;1;06/02/2016;2015/2016
Betis;Local;1;8;0;0;3;10;0;0;1;0;0;0;0;0;No;1;07/02/2016;2015/2016
Valencia;Visitante;0;0;0;10;0;0;0;9;0;0;0;0;0;1;No;1;07/02/2016;2015/2016
Celta;Local;1;20;0;0;1;18;0;0;0;1;0;0;0;0;No;x;07/02/2016;2015/2016
Sevilla;Visitante;0;0;1;6;0;0;1;7;0;0;0;0;1;0;No;x;07/02/2016;2015/2016
Granada;Local;1;12;0;0;0;11;0;0;0;0;1;0;0;0;No;2;07/02/2016;2015/2016
Real Madrid;Visitante;0;0;2;21;0;0;3;19;0;0;0;1;0;0;No;2;07/02/2016;2015/2016
Levante;Local;0;12;0;0;0;12;0;0;0;0;1;0;0;0;Si;2;07/02/2016;2015/2016
Barcelona;Visitante;0;0;2;16;0;0;3;20;0;0;0;2;0;0;No;2;07/02/2016;2015/2016
Espanyol;Local;0;10;0;0;0;16;0;0;0;0;1;0;0;0;No;2;08/02/2016;2015/2016
R. Sociedad;Visitante;0;0;5;18;0;0;3;12;0;0;0;1;0;0;No;2;08/02/2016;2015/2016
Sporting Gijón;Local;2;17;0;0;1;13;0;0;0;2;0;0;0;0;No;x;12/02/2016;2015/2016
Rayo;Visitante;0;0;2;16;0;0;1;7;0;0;0;0;3;0;Si;x;12/02/2016;2015/2016
Deportivo;Local;2;19;0;0;1;16;0;0;0;3;0;0;0;0;No;x;13/02/2016;2015/2016
Betis;Visitante;0;0;2;10;0;0;1;16;0;0;0;0;1;0;No;x;13/02/2016;2015/2016
Real Madrid;Local;4;49;0;0;3;34;0;0;7;0;0;0;0;0;No;1;13/02/2016;2015/2016
Athletic;Visitante;0;0;2;14;0;0;0;17;0;0;0;0;0;1;No;1;13/02/2016;2015/2016
Valencia;Local;2;18;0;0;3;19;0;0;1;0;0;0;0;0;No;1;13/02/2016;2015/2016
Espanyol;Visitante;0;0;1;11;0;0;0;6;0;0;0;0;0;9;No;1;13/02/2016;2015/2016
Villarreal;Local;1;19;0;0;3;32;0;0;2;0;0;0;0;0;No;1;13/02/2016;2015/2016
Málaga;Visitante;0;0;0;7;0;0;0;12;0;0;0;0;0;1;No;1;13/02/2016;2015/2016
Barcelona;Local;6;46;0;0;3;37;0;0;5;0;0;0;0;0;No;1;14/02/2016;2015/2016
Celta;Visitante;0;0;1;15;0;0;0;17;0;0;0;0;0;4;No;1;14/02/2016;2015/2016
Eibar;Local;2;21;0;0;3;24;0;0;1;0;0;0;0;0;No;1;14/02/2016;2015/2016
Levante;Visitante;0;0;0;9;0;0;0;5;0;0;0;0;0;5;Si;1;14/02/2016;2015/2016
Getafe;Local;0;17;0;0;0;21;0;0;0;0;2;0;0;0;Si;2;14/02/2016;2015/2016
Atlético;Visitante;0;0;1;20;0;0;3;28;0;0;0;1;0;0;No;2;14/02/2016;2015/2016
Sevilla;Local;2;28;0;0;3;33;0;0;11;0;0;0;0;0;No;1;14/02/2016;2015/2016
Las Palmas;Visitante;0;0;0;11;0;0;0;3;0;0;0;0;0;3;No;1;14/02/2016;2015/2016
R. Sociedad;Local;3;16;0;0;3;18;0;0;2;0;0;0;0;0;No;1;14/02/2016;2015/2016
Granada;Visitante;0;0;0;13;0;0;0;9;0;0;0;0;0;5;No;1;14/02/2016;2015/2016
Sporting Gijón;Local;1;18;0;0;0;13;0;0;0;0;1;0;0;0;No;2;17/02/2016;2015/2016
Barcelona;Visitante;0;0;3;19;0;0;3;23;0;0;0;3;0;0;No;2;17/02/2016;2015/2016
Levante;Local;3;15;0;0;3;15;0;0;1;0;0;0;0;0;Si;1;19/02/2016;2015/2016
Getafe;Visitante;0;0;0;9;0;0;0;5;0;0;0;0;0;3;Si;1;19/02/2016;2015/2016
Betis;Local;1;9;0;0;1;11;0;0;0;1;0;0;0;0;No;x;20/02/2016;2015/2016
