Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Resultados;Fecha;Temporada
Granada;Visitante;0;0;0;13;1;30/01/2016;2015/2016
Las Palmas;Local;2;12;0;0;1;31/01/2016;2015/2016
Celta;Visitante;0;0;1;14;1;31/01/2016;2015/2016
Real Madrid;Local;6;45;0;0;1;31/01/2016;2015/2016
Espanyol;Visitante;0;0;0;10;1;31/01/2016;2015/2016
Sevilla;Local;3;26;0;0;1;31/01/2016;2015/2016
Levante;Visitante;0;0;1;9;1;31/01/2016;2015/2016
Valencia;Local;0;16;0;0;2;31/01/2016;2015/2016
Sporting Gijón;Visitante;0;0;1;9;2;31/01/2016;2015/2016
Deportivo;Local;2;17;0;0;x;01/02/2016;2015/2016
Rayo;Visitante;0;0;2;14;x;01/02/2016;2015/2016
Málaga;Local;3;14;0;0;1;05/02/2016;2015/2016
Getafe;Visitante;0;0;0;9;1;05/02/2016;2015/2016
Athletic;Local;0;21;0;0;x;06/02/2016;2015/2016
Villarreal;Visitante;0;0;0;11;x;06/02/2016;2015/2016
Atlético;Local;3;15;0;0;1;06/02/2016;2015/2016
Eibar;Visitante;0;0;1;17;1;06/02/2016;2015/2016
Sporting Gijón;Local;1;15;0;0;x;06/02/2016;2015/2016
Deportivo;Visitante;0;0;1;14;x;06/02/2016;2015/2016
Rayo;Local;2;16;0;0;1;06/02/2016;2015/2016
Las Palmas;Visitante;0;0;0;11;1;06/02/2016;2015/2016
Betis;Local;1;8;0;0;1;07/02/2016;2015/2016
Valencia;Visitante;0;0;0;10;1;07/02/2016;2015/2016
Celta;Local;1;20;0;0;x;07/02/2016;2015/2016
Sevilla;Visitante;0;0;1;6;x;07/02/2016;2015/2016
Granada;Local;1;12;0;0;2;07/02/2016;2015/2016
Real Madrid;Visitante;0;0;2;21;2;07/02/2016;2015/2016
Levante;Local;0;12;0;0;2;07/02/2016;2015/2016
Barcelona;Visitante;0;0;2;16;2;07/02/2016;2015/2016
Espanyol;Local;0;10;0;0;2;08/02/2016;2015/2016
R. Sociedad;Visitante;0;0;5;18;2;08/02/2016;2015/2016
Sporting Gijón;Local;2;17;0;0;x;12/02/2016;2015/2016
Rayo;Visitante;0;0;2;16;x;12/02/2016;2015/2016
Deportivo;Local;2;19;0;0;x;13/02/2016;2015/2016
Betis;Visitante;0;0;2;10;x;13/02/2016;2015/2016
Real Madrid;Local;4;49;0;0;1;13/02/2016;2015/2016
Athletic;Visitante;0;0;2;14;1;13/02/2016;2015/2016
Valencia;Local;2;18;0;0;1;13/02/2016;2015/2016
Espanyol;Visitante;0;0;1;11;1;13/02/2016;2015/2016
Villarreal;Local;1;19;0;0;1;13/02/2016;2015/2016
Málaga;Visitante;0;0;0;7;1;13/02/2016;2015/2016
Barcelona;Local;6;46;0;0;1;14/02/2016;2015/2016
Celta;Visitante;0;0;1;15;1;14/02/2016;2015/2016
Eibar;Local;2;21;0;0;1;14/02/2016;2015/2016
Levante;Visitante;0;0;0;9;1;14/02/2016;2015/2016
Getafe;Local;0;17;0;0;2;14/02/2016;2015/2016
Atlético;Visitante;0;0;1;20;2;14/02/2016;2015/2016
Sevilla;Local;2;28;0;0;1;14/02/2016;2015/2016
Las Palmas;Visitante;0;0;0;11;1;14/02/2016;2015/2016
R. Sociedad;Local;3;16;0;0;1;14/02/2016;2015/2016
Granada;Visitante;0;0;0;13;1;14/02/2016;2015/2016
Sporting Gijón;Local;1;18;0;0;2;17/02/2016;2015/2016
Barcelona;Visitante;0;0;3;19;2;17/02/2016;2015/2016
Levante;Local;3;15;0;0;1;19/02/2016;2015/2016
Getafe;Visitante;0;0;0;9;1;19/02/2016;2015/2016
Betis;Local;1;9;0;0;x;20/02/2016;2015/2016
Sporting Gijón;Visitante;0;0;1;10;x;20/02/2016;2015/2016
Celta;Local;3;23;0;0;1;20/02/2016;2015/2016
Eibar;Visitante;0;0;2;19;1;20/02/2016;2015/2016
Espanyol;Local;1;11;0;0;1;20/02/2016;2015/2016
Deportivo;Visitante;0;0;0;14;1;20/02/2016;2015/2016
Las Palmas;Local;1;13;0;0;2;20/02/2016;2015/2016
Barcelona;Visitante;0;0;2;21;2;20/02/2016;2015/2016
Athletic;Local;0;21;0;0;2;21/02/2016;2015/2016
R. Sociedad;Visitante;0;0;1;19;2;21/02/2016;2015/2016
Atlético;Local;0;15;0;0;x;21/02/2016;2015/2016
Villarreal;Visitante;0;0;0;11;x;21/02/2016;2015/2016
Granada;Local;1;13;0;0;2;21/02/2016;2015/2016
Valencia;Visitante;0;0;2;12;2;21/02/2016;2015/2016
Málaga;Local;1;15;0;0;x;21/02/2016;2015/2016
Real Madrid;Visitante;0;0;1;22;x;21/02/2016;2015/2016
Rayo;Local;2;18;0;0;x;21/02/2016;2015/2016
Sevilla;Visitante;0;0;2;8;x;21/02/2016;2015/2016
Eibar;Local;0;21;0;0;2;26/02/2016;2015/2016
Las Palmas;Visitante;0;0;1;12;2;26/02/2016;2015/2016
Betis;Local;2;11;0;0;x;27/02/2016;2015/2016
Rayo;Visitante;0;0;2;18;x;27/02/2016;2015/2016
Getafe;Local;0;17;0;0;2;27/02/2016;2015/2016
Celta;Visitante;0;0;1;16;2;27/02/2016;2015/2016
Real Madrid;Local;0;49;0;0;2;27/02/2016;2015/2016
Atlético;Visitante;0;0;1;21;2;27/02/2016;2015/2016
R. Sociedad;Local;1;17;0;0;x;27/02/2016;2015/2016
Málaga;Visitante;0;0;1;8;x;27/02/2016;2015/2016
Sporting Gijón;Local;2;20;0;0;2;27/02/2016;2015/2016
Espanyol;Visitante;0;0;4;15;2;27/02/2016;2015/2016
Barcelona;Local;2;48;0;0;1;28/02/2016;2015/2016
Sevilla;Visitante;0;0;1;9;1;28/02/2016;2015/2016
Deportivo;Local;0;19;0;0;2;28/02/2016;2015/2016
Granada;Visitante;0;0;1;14;2;28/02/2016;2015/2016
Valencia;Local;0;18;0;0;2;28/02/2016;2015/2016
Athletic;Visitante;0;0;3;17;2;28/02/2016;2015/2016
Villarreal;Local;3;22;0;0;1;28/02/2016;2015/2016
Levante;Visitante;0;0;0;9;1;28/02/2016;2015/2016
Atlético;Local;3;18;0;0;1;01/03/2016;2015/2016
R. Sociedad;Visitante;0;0;0;19;1;01/03/2016;2015/2016
Las Palmas;Local;4;17;0;0;1;01/03/2016;2015/2016
Getafe;Visitante;0;0;0;9;1;01/03/2016;2015/2016
Athletic;Local;4;25;0;0;1;02/03/2016;2015/2016
Deportivo;Visitante;0;0;1;15;1;02/03/2016;2015/2016
Celta;Local;0;23;0;0;x;02/03/2016;2015/2016
Villarreal;Visitante;0;0;0;11;x;02/03/2016;2015/2016
Levante;Local;1;16;0;0;2;02/03/2016;2015/2016
Real Madrid;Visitante;0;0;3;25;2;02/03/2016;2015/2016
Málaga;Local;1;16;0;0;2;02/03/2016;2015/2016
Valencia;Visitante;0;0;2;14;2;02/03/2016;2015/2016
Sevilla;Local;1;29;0;0;1;02/03/2016;2015/2016
Eibar;Visitante;0;0;0;19;1;02/03/2016;2015/2016
Espanyol;Local;0;11;0;0;2;03/03/2016;2015/2016
Betis;Visitante;0;0;3;13;2;03/03/2016;2015/2016
Granada;Local;2;15;0;0;1;03/03/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;10;1;03/03/2016;2015/2016
Rayo;Local;1;19;0;0;2;03/03/2016;2015/2016
Barcelona;Visitante;0;0;5;26;2;03/03/2016;2015/2016
Getafe;Local;1;18;0;0;x;05/03/2016;2015/2016
Sevilla;Visitante;0;0;1;10;x;05/03/2016;2015/2016
Deportivo;Local;3;22;0;0;x;05/03/2016;2015/2016
Málaga;Visitante;0;0;3;11;x;05/03/2016;2015/2016
Real Madrid;Local;7;56;0;0;1;05/03/2016;2015/2016
Celta;Visitante;0;0;1;17;1;05/03/2016;2015/2016
Villarreal;Local;0;22;0;0;2;05/03/2016;2015/2016
Las Palmas;Visitante;0;0;1;13;2;05/03/2016;2015/2016
Betis;Local;2;13;0;0;1;06/03/2016;2015/2016
Granada;Visitante;0;0;0;14;1;06/03/2016;2015/2016
Eibar;Local;0;21;0;0;2;06/03/2016;2015/2016
Barcelona;Visitante;0;0;4;30;2;06/03/2016;2015/2016
R. Sociedad;Local;1;18;0;0;x;06/03/2016;2015/2016
Levante;Visitante;0;0;1;10;x;06/03/2016;2015/2016
Sporting Gijón;Local;0;20;0;0;2;06/03/2016;2015/2016
Athletic;Visitante;0;0;2;19;2;06/03/2016;2015/2016
Valencia;Local;1;19;0;0;2;06/03/2016;2015/2016
Atlético;Visitante;0;0;3;24;2;06/03/2016;2015/2016
Espanyol;Local;2;13;0;0;1;07/03/2016;2015/2016
Rayo;Visitante;0;0;1;19;1;07/03/2016;2015/2016
Málaga;Local;1;17;0;0;1;11/03/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;10;1;11/03/2016;2015/2016
Atlético;Local;3;21;0;0;1;12/03/2016;2015/2016
Deportivo;Visitante;0;0;0;15;1;12/03/2016;2015/2016
Barcelona;Local;6;54;0;0;1;12/03/2016;2015/2016
Getafe;Visitante;0;0;0;9;1;12/03/2016;2015/2016
Celta;Local;1;24;0;0;1;12/03/2016;2015/2016
R. Sociedad;Visitante;0;0;0;19;1;12/03/2016;2015/2016
Rayo;Local;1;20;0;0;x;12/03/2016;2015/2016
Eibar;Visitante;0;0;1;20;x;12/03/2016;2015/2016
Athletic;Local;3;28;0;0;1;13/03/2016;2015/2016
Betis;Visitante;0;0;1;14;1;13/03/2016;2015/2016
Las Palmas;Local;1;18;0;0;2;13/03/2016;2015/2016
Real Madrid;Visitante;0;0;2;27;2;13/03/2016;2015/2016
Levante;Local;1;17;0;0;1;13/03/2016;2015/2016
Valencia;Visitante;0;0;0;14;1;13/03/2016;2015/2016
Sevilla;Local;4;33;0;0;1;13/03/2016;2015/2016
Villarreal;Visitante;0;0;2;13;1;13/03/2016;2015/2016
Granada;Local;1;16;0;0;x;14/03/2016;2015/2016
Espanyol;Visitante;0;0;1;16;x;14/03/2016;2015/2016
Getafe;Local;1;19;0;0;x;18/03/2016;2015/2016
Eibar;Visitante;0;0;1;21;x;18/03/2016;2015/2016
Betis;Local;0;13;0;0;2;19/03/2016;2015/2016
Málaga;Visitante;0;0;1;12;2;19/03/2016;2015/2016
Granada;Local;2;18;0;0;x;19/03/2016;2015/2016
Rayo;Visitante;0;0;2;21;x;19/03/2016;2015/2016
Deportivo;Local;2;24;0;0;1;19/03/2016;2015/2016
Levante;Visitante;0;0;1;11;1;19/03/2016;2015/2016
R. Sociedad;Local;0;18;0;0;2;19/03/2016;2015/2016
Las Palmas;Visitante;0;0;1;14;2;19/03/2016;2015/2016
Sporting Gijón;Local;2;22;0;0;1;19/03/2016;2015/2016
Atlético;Visitante;0;0;1;25;1;19/03/2016;2015/2016
Espanyol;Local;2;15;0;0;1;20/03/2016;2015/2016
Athletic;Visitante;0;0;1;20;1;20/03/2016;2015/2016
Real Madrid;Local;4;60;0;0;1;20/03/2016;2015/2016
Sevilla;Visitante;0;0;0;10;1;20/03/2016;2015/2016
Valencia;Local;0;19;0;0;2;20/03/2016;2015/2016
Celta;Visitante;0;0;2;19;2;20/03/2016;2015/2016
Villarreal;Local;2;24;0;0;x;20/03/2016;2015/2016
Barcelona;Visitante;0;0;2;32;x;20/03/2016;2015/2016
Rayo;Local;2;22;0;0;1;01/04/2016;2015/2016
Getafe;Visitante;0;0;0;9;1;01/04/2016;2015/2016
Atlético;Local;5;26;0;0;1;02/04/2016;2015/2016
Betis;Visitante;0;0;1;15;1;02/04/2016;2015/2016
Barcelona;Local;1;55;0;0;2;02/04/2016;2015/2016
Real Madrid;Visitante;0;0;2;29;2;02/04/2016;2015/2016
Celta;Local;1;25;0;0;x;02/04/2016;2015/2016
Deportivo;Visitante;0;0;1;16;x;02/04/2016;2015/2016
Las Palmas;Local;2;20;0;0;1;02/04/2016;2015/2016
Valencia;Visitante;0;0;1;15;1;02/04/2016;2015/2016
Athletic;Local;1;29;0;0;x;03/04/2016;2015/2016
Granada;Visitante;0;0;1;15;x;03/04/2016;2015/2016
Eibar;Local;1;22;0;0;2;03/04/2016;2015/2016
Villarreal;Visitante;0;0;2;15;2;03/04/2016;2015/2016
Málaga;Local;1;18;0;0;x;03/04/2016;2015/2016
Espanyol;Visitante;0;0;1;17;x;03/04/2016;2015/2016
Sevilla;Local;1;34;0;0;2;03/04/2016;2015/2016
R. Sociedad;Visitante;0;0;2;21;2;03/04/2016;2015/2016
Levante;Local;0;17;0;0;x;04/04/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;10;x;04/04/2016;2015/2016
Granada;Local;0;18;0;0;x;08/04/2016;2015/2016
Málaga;Visitante;0;0;0;12;x;08/04/2016;2015/2016
Betis;Local;1;14;0;0;1;09/04/2016;2015/2016
Levante;Visitante;0;0;0;11;1;09/04/2016;2015/2016
Espanyol;Local;1;16;0;0;2;09/04/2016;2015/2016
Atlético;Visitante;0;0;3;28;2;09/04/2016;2015/2016
Real Madrid;Local;4;64;0;0;1;09/04/2016;2015/2016
Eibar;Visitante;0;0;0;21;1;09/04/2016;2015/2016
R. Sociedad;Local;1;19;0;0;1;09/04/2016;2015/2016
Barcelona;Visitante;0;0;0;32;1;09/04/2016;2015/2016
Athletic;Local;1;30;0;0;1;10/04/2016;2015/2016
Rayo;Visitante;0;0;0;21;1;10/04/2016;2015/2016
Sporting Gijón;Local;0;22;0;0;2;10/04/2016;2015/2016
Celta;Visitante;0;0;1;20;2;10/04/2016;2015/2016
Valencia;Local;2;21;0;0;1;10/04/2016;2015/2016
Sevilla;Visitante;0;0;1;11;1;10/04/2016;2015/2016
Villarreal;Local;2;26;0;0;1;10/04/2016;2015/2016
Getafe;Visitante;0;0;0;9;1;10/04/2016;2015/2016
Deportivo;Local;1;25;0;0;2;11/04/2016;2015/2016
Las Palmas;Visitante;0;0;3;17;2;11/04/2016;2015/2016
Levante;Local;2;19;0;0;1;15/04/2016;2015/2016
Espanyol;Visitante;0;0;1;18;1;15/04/2016;2015/2016
Celta;Local;1;26;0;0;x;16/04/2016;2015/2016
Betis;Visitante;0;0;1;16;x;16/04/2016;2015/2016
Eibar;Local;2;24;0;0;1;16/04/2016;2015/2016
R. Sociedad;Visitante;0;0;1;22;1;16/04/2016;2015/2016
Getafe;Local;1;20;0;0;2;16/04/2016;2015/2016
Real Madrid;Visitante;0;0;5;34;2;16/04/2016;2015/2016
Las Palmas;Local;1;21;0;0;x;16/04/2016;2015/2016
Sporting Gijón;Visitante;0;0;1;11;x;16/04/2016;2015/2016
Atlético;Local;3;29;0;0;1;17/04/2016;2015/2016
Granada;Visitante;0;0;0;15;1;17/04/2016;2015/2016
Barcelona;Local;1;56;0;0;2;17/04/2016;2015/2016
Valencia;Visitante;0;0;2;17;2;17/04/2016;2015/2016
Málaga;Local;0;18;0;0;2;17/04/2016;2015/2016
Athletic;Visitante;0;0;1;21;2;17/04/2016;2015/2016
Sevilla;Local;1;35;0;0;x;17/04/2016;2015/2016
Deportivo;Visitante;0;0;1;17;x;17/04/2016;2015/2016
Rayo;Local;2;24;0;0;1;17/04/2016;2015/2016
Villarreal;Visitante;0;0;1;16;1;17/04/2016;2015/2016
Betis;Local;1;15;0;0;1;19/04/2016;2015/2016
Las Palmas;Visitante;0;0;0;17;1;19/04/2016;2015/2016
Espanyol;Local;1;17;0;0;x;19/04/2016;2015/2016
Celta;Visitante;0;0;1;21;x;19/04/2016;2015/2016
Athletic;Local;0;30;0;0;2;20/04/2016;2015/2016
Atlético;Visitante;0;0;1;29;2;20/04/2016;2015/2016
Deportivo;Local;0;25;0;0;2;20/04/2016;2015/2016
Barcelona;Visitante;0;0;8;40;2;20/04/2016;2015/2016
Málaga;Local;1;19;0;0;x;20/04/2016;2015/2016
Rayo;Visitante;0;0;1;22;x;20/04/2016;2015/2016
Real Madrid;Local;3;67;0;0;1;20/04/2016;2015/2016
Villarreal;Visitante;0;0;0;16;1;20/04/2016;2015/2016
Sporting Gijón;Local;2;24;0;0;1;20/04/2016;2015/2016
Sevilla;Visitante;0;0;1;12;1;20/04/2016;2015/2016
Valencia;Local;4;25;0;0;1;20/04/2016;2015/2016
Eibar;Visitante;0;0;0;21;1;20/04/2016;2015/2016
Granada;Local;5;23;0;0;1;21/04/2016;2015/2016
Levante;Visitante;0;0;1;12;1;21/04/2016;2015/2016
R. Sociedad;Local;1;20;0;0;2;21/04/2016;2015/2016
Getafe;Visitante;0;0;2;11;2;21/04/2016;2015/2016
Las Palmas;Local;4;25;0;0;1;22/04/2016;2015/2016
Espanyol;Visitante;0;0;0;18;1;22/04/2016;2015/2016
Atlético;Local;1;30;0;0;1;23/04/2016;2015/2016
Málaga;Visitante;0;0;0;12;1;23/04/2016;2015/2016
Barcelona;Local;6;62;0;0;1;23/04/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;11;1;23/04/2016;2015/2016
Eibar;Local;1;25;0;0;x;23/04/2016;2015/2016
Deportivo;Visitante;0;0;1;18;x;23/04/2016;2015/2016
Rayo;Local;2;26;0;0;2;23/04/2016;2015/2016
Real Madrid;Visitante;0;0;3;37;2;23/04/2016;2015/2016
Getafe;Local;2;22;0;0;x;24/04/2016;2015/2016
Valencia;Visitante;0;0;2;19;x;24/04/2016;2015/2016
Levante;Local;2;21;0;0;x;24/04/2016;2015/2016
Athletic;Visitante;0;0;2;23;x;24/04/2016;2015/2016
Sevilla;Local;2;37;0;0;1;24/04/2016;2015/2016
Betis;Visitante;0;0;0;16;1;24/04/2016;2015/2016
Villarreal;Local;0;26;0;0;x;24/04/2016;2015/2016
R. Sociedad;Visitante;0;0;0;22;x;24/04/2016;2015/2016
Celta;Local;2;28;0;0;1;25/04/2016;2015/2016
Granada;Visitante;0;0;1;16;1;25/04/2016;2015/2016
Sporting Gijón;Local;2;26;0;0;1;29/04/2016;2015/2016
Eibar;Visitante;0;0;0;21;1;29/04/2016;2015/2016
Atlético;Local;1;31;0;0;1;30/04/2016;2015/2016
Rayo;Visitante;0;0;0;22;1;30/04/2016;2015/2016
Betis;Local;0;15;0;0;2;30/04/2016;2015/2016
Barcelona;Visitante;0;0;2;42;2;30/04/2016;2015/2016
Granada;Local;3;26;0;0;1;30/04/2016;2015/2016
Las Palmas;Visitante;0;0;2;19;1;30/04/2016;2015/2016
R. Sociedad;Local;0;20;0;0;2;30/04/2016;2015/2016
Real Madrid;Visitante;0;0;1;38;2;30/04/2016;2015/2016
Athletic;Local;2;32;0;0;1;01/05/2016;2015/2016
Celta;Visitante;0;0;1;22;1;01/05/2016;2015/2016
Espanyol;Local;1;18;0;0;1;01/05/2016;2015/2016
Sevilla;Visitante;0;0;0;12;1;01/05/2016;2015/2016
Deportivo;Local;0;25;0;0;2;01/05/2016;2015/2016
Getafe;Visitante;0;0;2;13;2;01/05/2016;2015/2016
Valencia;Local;0;25;0;0;2;01/05/2016;2015/2016
Villarreal;Visitante;0;0;2;18;2;01/05/2016;2015/2016
Málaga;Local;3;22;0;0;1;02/05/2016;2015/2016
Levante;Visitante;0;0;1;13;1;02/05/2016;2015/2016
Barcelona;Local;5;67;0;0;1;08/05/2016;2015/2016
Espanyol;Visitante;0;0;0;18;1;08/05/2016;2015/2016
Celta;Local;1;29;0;0;1;08/05/2016;2015/2016
Málaga;Visitante;0;0;0;12;1;08/05/2016;2015/2016
Eibar;Local;1;26;0;0;x;08/05/2016;2015/2016
Betis;Visitante;0;0;1;17;x;08/05/2016;2015/2016
Getafe;Local;1;23;0;0;x;08/05/2016;2015/2016
Sporting Gijón;Visitante;0;0;1;12;x;08/05/2016;2015/2016
Las Palmas;Local;0;25;0;0;x;08/05/2016;2015/2016
Athletic;Visitante;0;0;0;23;x;08/05/2016;2015/2016
Levante;Local;2;23;0;0;1;08/05/2016;2015/2016
Atlético;Visitante;0;0;1;30;1;08/05/2016;2015/2016
Real Madrid;Local;3;70;0;0;1;08/05/2016;2015/2016
Valencia;Visitante;0;0;2;21;1;08/05/2016;2015/2016
Sevilla;Local;1;38;0;0;2;08/05/2016;2015/2016
Granada;Visitante;0;0;4;20;2;08/05/2016;2015/2016
R. Sociedad;Local;2;22;0;0;1;08/05/2016;2015/2016
Rayo;Visitante;0;0;1;23;1;08/05/2016;2015/2016
Villarreal;Local;0;26;0;0;2;08/05/2016;2015/2016
Deportivo;Visitante;0;0;2;20;2;08/05/2016;2015/2016
Valencia;Local;0;25;0;0;2;13/05/2016;2015/2016
R. Sociedad;Visitante;0;0;1;23;2;13/05/2016;2015/2016
Athletic;Local;3;35;0;0;1;14/05/2016;2015/2016
Sevilla;Visitante;0;0;1;13;1;14/05/2016;2015/2016
Atlético;Local;2;33;0;0;1;14/05/2016;2015/2016
Celta;Visitante;0;0;0;22;1;14/05/2016;2015/2016
Granada;Local;0;26;0;0;2;14/05/2016;2015/2016
Barcelona;Visitante;0;0;3;45;2;14/05/2016;2015/2016
Deportivo;Local;0;25;0;0;2;14/05/2016;2015/2016
Real Madrid;Visitante;0;0;2;40;2;14/05/2016;2015/2016
Betis;Local;2;17;0;0;1;15/05/2016;2015/2016
Getafe;Visitante;0;0;1;14;1;15/05/2016;2015/2016
Espanyol;Local;4;22;0;0;1;15/05/2016;2015/2016
Eibar;Visitante;0;0;2;23;1;15/05/2016;2015/2016
Málaga;Local;4;26;0;0;1;15/05/2016;2015/2016
Las Palmas;Visitante;0;0;1;20;1;15/05/2016;2015/2016
Sporting Gijón;Local;2;28;0;0;1;15/05/2016;2015/2016
Villarreal;Visitante;0;0;0;18;1;15/05/2016;2015/2016
Rayo;Local;3;29;0;0;1;15/05/2016;2015/2016
Levante;Visitante;0;0;1;14;1;15/05/2016;2015/2016
Deportivo;Local;2;2;0;0;1;19/08/2016;2016/2017
Eibar;Visitante;0;0;1;1;1;19/08/2016;2016/2017
Málaga;Local;1;1;0;0;x;19/08/2016;2016/2017
Osasuna;Visitante;0;0;1;1;x;19/08/2016;2016/2017
Barcelona;Local;6;6;0;0;1;20/08/2016;2016/2017
Betis;Visitante;0;0;2;2;1;20/08/2016;2016/2017
Granada;Local;1;1;0;0;x;20/08/2016;2016/2017
Villarreal;Visitante;0;0;1;1;x;20/08/2016;2016/2017
Sevilla;Local;6;6;0;0;1;20/08/2016;2016/2017
Espanyol;Visitante;0;0;4;4;1;20/08/2016;2016/2017
Atlético;Local;1;1;0;0;x;21/08/2016;2016/2017
Alavés;Visitante;0;0;1;1;x;21/08/2016;2016/2017
R. Sociedad;Local;0;0;0;0;2;21/08/2016;2016/2017
Real Madrid;Visitante;0;0;3;3;2;21/08/2016;2016/2017
Sporting Gijón;Local;2;2;0;0;1;21/08/2016;2016/2017
Athletic;Visitante;0;0;1;1;1;21/08/2016;2016/2017
Celta;Local;0;0;0;0;2;22/08/2016;2016/2017
Leganés;Visitante;0;0;1;1;2;22/08/2016;2016/2017
Valencia;Local;2;2;0;0;2;22/08/2016;2016/2017
Las Palmas;Visitante;0;0;4;4;2;22/08/2016;2016/2017
Betis;Local;0;0;0;0;x;26/08/2016;2016/2017
Deportivo;Visitante;0;0;0;0;x;26/08/2016;2016/2017
Espanyol;Local;2;2;0;0;x;26/08/2016;2016/2017
Málaga;Visitante;0;0;2;2;x;26/08/2016;2016/2017
Eibar;Local;1;1;0;0;1;27/08/2016;2016/2017
Valencia;Visitante;0;0;0;0;1;27/08/2016;2016/2017
Leganés;Local;0;0;0;0;x;27/08/2016;2016/2017
Atlético;Visitante;0;0;0;0;x;27/08/2016;2016/2017
Osasuna;Local;0;0;0;0;2;27/08/2016;2016/2017
R. Sociedad;Visitante;0;0;2;2;2;27/08/2016;2016/2017
Real Madrid;Local;2;2;0;0;1;27/08/2016;2016/2017
Celta;Visitante;0;0;1;1;1;27/08/2016;2016/2017
Alavés;Local;0;0;0;0;x;28/08/2016;2016/2017
Sporting Gijón;Visitante;0;0;0;0;x;28/08/2016;2016/2017
Athletic;Local;0;0;0;0;2;28/08/2016;2016/2017
Barcelona;Visitante;0;0;1;1;2;28/08/2016;2016/2017
Las Palmas;Local;5;5;0;0;1;28/08/2016;2016/2017
Granada;Visitante;0;0;1;1;1;28/08/2016;2016/2017
Villarreal;Local;0;0;0;0;x;28/08/2016;2016/2017
Sevilla;Visitante;0;0;0;0;x;28/08/2016;2016/2017
R. Sociedad;Local;1;1;0;0;x;09/09/2016;2016/2017
Espanyol;Visitante;0;0;1;5;x;09/09/2016;2016/2017
Barcelona;Local;1;7;0;0;2;10/09/2016;2016/2017
Alavés;Visitante;0;0;2;3;2;10/09/2016;2016/2017
Celta;Local;0;0;0;0;2;10/09/2016;2016/2017
Atlético;Visitante;0;0;4;0;2;10/09/2016;2016/2017
Málaga;Local;0;1;0;0;2;10/09/2016;2016/2017
Villarreal;Visitante;0;0;2;3;2;10/09/2016;2016/2017
Real Madrid;Local;5;7;0;0;1;10/09/2016;2016/2017
Osasuna;Visitante;0;0;2;3;1;10/09/2016;2016/2017
Sevilla;Local;2;8;0;0;1;10/09/2016;2016/2017
Las Palmas;Visitante;0;0;1;5;1;10/09/2016;2016/2017
Granada;Local;1;2;0;0;2;11/09/2016;2016/2017
Eibar;Visitante;0;0;2;3;2;11/09/2016;2016/2017
Deportivo;Local;0;2;0;0;2;11/09/2016;2016/2017
Athletic;Visitante;0;0;1;2;2;11/09/2016;2016/2017
Sporting Gijón;Local;2;4;0;0;1;11/09/2016;2016/2017
Leganés;Visitante;0;0;1;2;1;11/09/2016;2016/2017
Valencia;Local;2;4;0;0;2;11/09/2016;2016/2017
Betis;Visitante;0;0;3;5;2;11/09/2016;2016/2017
Betis;Local;2;2;0;0;x;16/09/2016;2016/2017
Granada;Visitante;0;0;2;3;x;16/09/2016;2016/2017
Atlético;Local;5;6;0;0;1;17/09/2016;2016/2017
Sporting Gijón;Visitante;0;0;0;0;1;17/09/2016;2016/2017
Eibar;Local;1;2;0;0;x;17/09/2016;2016/2017
Sevilla;Visitante;0;0;1;1;x;17/09/2016;2016/2017
Las Palmas;Local;1;6;0;0;1;17/09/2016;2016/2017
Málaga;Visitante;0;0;0;2;1;17/09/2016;2016/2017
Leganés;Local;1;1;0;0;2;17/09/2016;2016/2017
Barcelona;Visitante;0;0;5;6;2;17/09/2016;2016/2017
Athletic;Local;2;2;0;0;1;18/09/2016;2016/2017
Valencia;Visitante;0;0;1;1;1;18/09/2016;2016/2017
Espanyol;Local;0;2;0;0;2;18/09/2016;2016/2017
Real Madrid;Visitante;0;0;2;5;2;18/09/2016;2016/2017
Osasuna;Local;0;0;0;0;x;18/09/2016;2016/2017
Celta;Visitante;0;0;0;1;x;18/09/2016;2016/2017
Villarreal;Local;2;2;0;0;1;18/09/2016;2016/2017
R. Sociedad;Visitante;0;0;1;3;1;18/09/2016;2016/2017
Alavés;Local;0;0;0;0;x;19/09/2016;2016/2017
Deportivo;Visitante;0;0;0;0;x;19/09/2016;2016/2017
Málaga;Local;2;3;0;0;1;20/09/2016;2016/2017
Eibar;Visitante;0;0;1;4;1;20/09/2016;2016/2017
Sevilla;Local;1;9;0;0;1;20/09/2016;2016/2017
Betis;Visitante;0;0;0;5;1;20/09/2016;2016/2017
Barcelona;Local;1;8;0;0;x;21/09/2016;2016/2017
Atlético;Visitante;0;0;1;4;x;21/09/2016;2016/2017
Celta;Local;2;2;0;0;1;21/09/2016;2016/2017
Sporting Gijón;Visitante;0;0;1;1;1;21/09/2016;2016/2017
Granada;Local;1;3;0;0;2;21/09/2016;2016/2017
Athletic;Visitante;0;0;2;4;2;21/09/2016;2016/2017
Real Madrid;Local;1;8;0;0;x;21/09/2016;2016/2017
Villarreal;Visitante;0;0;1;4;x;21/09/2016;2016/2017
R. Sociedad;Local;4;5;0;0;1;21/09/2016;2016/2017
