EquipoLocal;EquipoVisitante;Temporada;Fecha;Goles_Locales;Goles_Visitantes;Puntos_locales;Puntos_Visitantes;Diferencia_Goles;Resultado
Real Madrid;Real Valladolid;2019/2020;24/08/2019;1;1;1;1;0;x
Getafe;Athletic;2019/2020;24/08/2019;1;1;1;1;0;x
Celta;Valencia;2019/2020;25/08/2019;1;0;3;0;1;1
Mallorca;R. Sociedad;2019/2020;25/08/2019;0;1;0;3;1;2
Alavés;Espanyol;2019/2020;25/08/2019;0;0;1;1;0;x
Leganés;Atlético;2019/2020;25/08/2019;0;1;0;3;1;2
Barcelona;Betis;2019/2020;25/08/2019;5;2;3;0;3;1
Sevilla;Celta;2019/2020;30/08/2019;1;1;1;1;0;x
Athletic;R. Sociedad;2019/2020;30/08/2019;2;0;3;0;2;1
Osasuna;Barcelona;2019/2020;31/08/2019;2;2;1;1;0;x
Getafe;Alavés;2019/2020;31/08/2019;1;1;1;1;0;x
Levante;Real Valladolid;2019/2020;31/08/2019;2;0;3;0;2;1
Betis;Leganés;2019/2020;31/08/2019;2;1;3;0;1;1
Valencia;Mallorca;2019/2020;01/09/2019;2;0;3;0;2;1
Atlético;Eibar;2019/2020;01/09/2019;3;2;3;0;1;1
Espanyol;Granada;2019/2020;01/09/2019;0;3;0;3;3;2
Villarreal;Real Madrid;2019/2020;01/09/2019;2;2;1;1;0;x
Mallorca;Athletic;2019/2020;13/09/2019;0;0;1;1;0;x
Real Madrid;Levante;2019/2020;14/09/2019;3;2;3;0;1;1
Leganés;Villarreal;2019/2020;14/09/2019;0;3;0;3;3;2
R. Sociedad;Atlético;2019/2020;14/09/2019;2;0;3;0;2;1
Barcelona;Valencia;2019/2020;14/09/2019;5;2;3;0;3;1
Eibar;Espanyol;2019/2020;15/09/2019;1;2;0;3;1;2
Alavés;Sevilla;2019/2020;15/09/2019;0;1;0;3;1;2
Celta;Granada;2019/2020;15/09/2019;0;2;0;3;2;2
Real Valladolid;Osasuna;2019/2020;15/09/2019;1;1;1;1;0;x
Betis;Getafe;2019/2020;15/09/2019;1;1;1;1;0;x
Osasuna;Betis;2019/2020;20/09/2019;0;0;1;1;0;x
Villarreal;Real Valladolid;2019/2020;21/09/2019;2;0;3;0;2;1
Levante;Eibar;2019/2020;21/09/2019;0;0;1;1;0;x
Atlético;Celta;2019/2020;21/09/2019;0;0;1;1;0;x
Granada;Barcelona;2019/2020;21/09/2019;2;0;3;0;2;1
Getafe;Mallorca;2019/2020;22/09/2019;4;2;3;0;2;1
Espanyol;R. Sociedad;2019/2020;22/09/2019;1;3;0;3;2;2
Valencia;Leganés;2019/2020;22/09/2019;1;1;1;1;0;x
Athletic;Alavés;2019/2020;22/09/2019;2;0;3;0;2;1
Sevilla;Real Madrid;2019/2020;22/09/2019;0;1;0;3;1;2
Real Valladolid;Granada;2019/2020;24/09/2019;1;1;1;1;0;x
Betis;Levante;2019/2020;24/09/2019;3;1;3;0;2;1
Barcelona;Villarreal;2019/2020;24/09/2019;2;1;3;0;1;1
Mallorca;Atlético;2019/2020;25/09/2019;0;2;0;3;2;2
Leganés;Athletic;2019/2020;25/09/2019;1;1;1;1;0;x
Valencia;Getafe;2019/2020;25/09/2019;3;3;1;1;0;x
Real Madrid;Osasuna;2019/2020;25/09/2019;2;0;3;0;2;1
Eibar;Sevilla;2019/2020;26/09/2019;3;2;3;0;1;1
Celta;Espanyol;2019/2020;26/09/2019;1;1;1;1;0;x
R. Sociedad;Alavés;2019/2020;26/09/2019;3;0;3;0;3;1
Villarreal;Betis;2019/2020;27/09/2019;5;1;3;0;4;1
Athletic;Valencia;2019/2020;28/09/2019;0;1;0;3;1;2
Getafe;Barcelona;2019/2020;28/09/2019;0;2;0;3;2;2
Granada;Leganés;2019/2020;28/09/2019;1;0;3;0;1;1
Atlético;Real Madrid;2019/2020;28/09/2019;0;0;1;1;0;x
Espanyol;Real Valladolid;2019/2020;29/09/2019;0;2;0;3;2;2
Eibar;Celta;2019/2020;29/09/2019;2;0;3;0;2;1
Alavés;Mallorca;2019/2020;29/09/2019;2;0;3;0;2;1
Levante;Osasuna;2019/2020;29/09/2019;1;1;1;1;0;x
Sevilla;R. Sociedad;2019/2020;29/09/2019;3;2;3;0;1;1
Betis;Eibar;2019/2020;04/10/2019;1;1;1;1;0;x
Leganés;Levante;2019/2020;05/10/2019;1;2;0;3;1;2
Real Madrid;Granada;2019/2020;05/10/2019;4;2;3;0;2;1
Valencia;Alavés;2019/2020;05/10/2019;2;1;3;0;1;1
Osasuna;Villarreal;2019/2020;05/10/2019;2;1;3;0;1;1
Mallorca;Espanyol;2019/2020;06/10/2019;2;0;3;0;2;1
Celta;Athletic;2019/2020;06/10/2019;1;0;3;0;1;1
Real Valladolid;Atlético;2019/2020;06/10/2019;0;0;1;1;0;x
R. Sociedad;Getafe;2019/2020;06/10/2019;1;2;0;3;1;2
Barcelona;Sevilla;2019/2020;06/10/2019;4;0;3;0;4;1
Granada;Osasuna;2019/2020;18/10/2019;1;0;3;0;1;1
Eibar;Barcelona;2019/2020;19/10/2019;0;3;0;3;3;2
Atlético;Valencia;2019/2020;19/10/2019;1;1;1;1;0;x
Getafe;Leganés;2019/2020;19/10/2019;2;0;3;0;2;1
Mallorca;Real Madrid;2019/2020;19/10/2019;1;0;3;0;1;1
Alavés;Celta;2019/2020;20/10/2019;2;0;3;0;2;1
R. Sociedad;Betis;2019/2020;20/10/2019;3;1;3;0;2;1
Espanyol;Villarreal;2019/2020;20/10/2019;0;1;0;3;1;2
Athletic;Real Valladolid;2019/2020;20/10/2019;1;1;1;1;0;x
Sevilla;Levante;2019/2020;20/10/2019;1;0;3;0;1;1
Villarreal;Alavés;2019/2020;25/10/2019;4;1;3;0;3;1
Leganés;Mallorca;2019/2020;26/10/2019;1;0;3;0;1;1
Real Valladolid;Eibar;2019/2020;26/10/2019;2;0;3;0;2;1
Atlético;Athletic;2019/2020;26/10/2019;2;0;3;0;2;1
Celta;R. Sociedad;2019/2020;27/10/2019;0;1;0;3;1;2
Granada;Betis;2019/2020;27/10/2019;1;0;3;0;1;1
Levante;Espanyol;2019/2020;27/10/2019;0;1;0;3;1;2
Sevilla;Getafe;2019/2020;27/10/2019;2;0;3;0;2;1
Osasuna;Valencia;2019/2020;27/10/2019;3;1;3;0;2;1
Barcelona;Real Madrid;2019/2020;18/12/2019;0;0;1;1;0;x
Alavés;Atlético;2019/2020;29/10/2019;1;1;1;1;0;x
Barcelona;Real Valladolid;2019/2020;29/10/2019;5;1;3;0;4;1
R. Sociedad;Levante;2019/2020;30/10/2019;1;2;0;3;1;2
Valencia;Sevilla;2019/2020;30/10/2019;1;1;1;1;0;x
Athletic;Espanyol;2019/2020;30/10/2019;3;0;3;0;3;1
Betis;Celta;2019/2020;30/10/2019;2;1;3;0;1;1
Real Madrid;Leganés;2019/2020;30/10/2019;5;0;3;0;5;1
Mallorca;Osasuna;2019/2020;31/10/2019;2;2;1;1;0;x
Eibar;Villarreal;2019/2020;31/10/2019;2;1;3;0;1;1
Getafe;Granada;2019/2020;31/10/2019;3;1;3;0;2;1
Espanyol;Valencia;2019/2020;02/11/2019;1;2;0;3;1;2
Levante;Barcelona;2019/2020;02/11/2019;3;1;3;0;2;1
Sevilla;Atlético;2019/2020;02/11/2019;1;1;1;1;0;x
Real Madrid;Betis;2019/2020;02/11/2019;0;0;1;1;0;x
Real Valladolid;Mallorca;2019/2020;03/11/2019;3;0;3;0;3;1
Villarreal;Athletic;2019/2020;03/11/2019;0;0;1;1;0;x
Osasuna;Alavés;2019/2020;03/11/2019;4;2;3;0;2;1
Leganés;Eibar;2019/2020;03/11/2019;1;2;0;3;1;2
Celta;Getafe;2019/2020;03/11/2019;0;1;0;3;1;2
Granada;R. Sociedad;2019/2020;03/11/2019;1;2;0;3;1;2
R. Sociedad;Leganés;2019/2020;08/11/2019;1;1;1;1;0;x
Alavés;Real Valladolid;2019/2020;09/11/2019;3;0;3;0;3;1
Valencia;Granada;2019/2020;09/11/2019;2;0;3;0;2;1
Eibar;Real Madrid;2019/2020;09/11/2019;0;4;0;3;4;2
Barcelona;Celta;2019/2020;09/11/2019;4;1;3;0;3;1
Mallorca;Villarreal;2019/2020;10/11/2019;3;1;3;0;2;1
Athletic;Levante;2019/2020;10/11/2019;2;1;3;0;1;1
Atlético;Espanyol;2019/2020;10/11/2019;3;1;3;0;2;1
Getafe;Osasuna;2019/2020;10/11/2019;0;0;1;1;0;x
Betis;Sevilla;2019/2020;10/11/2019;1;2;0;3;1;2
Levante;Mallorca;2019/2020;22/11/2019;2;1;3;0;1;1
Leganés;Barcelona;2019/2020;23/11/2019;1;2;0;3;1;2
Betis;Valencia;2019/2020;23/11/2019;2;1;3;0;1;1
Granada;Atlético;2019/2020;23/11/2019;1;1;1;1;0;x
Real Madrid;R. Sociedad;2019/2020;23/11/2019;3;1;3;0;2;1
Espanyol;Getafe;2019/2020;24/11/2019;1;1;1;1;0;x
Osasuna;Athletic;2019/2020;24/11/2019;1;2;0;3;1;2
Eibar;Alavés;2019/2020;24/11/2019;0;2;0;3;2;2
Villarreal;Celta;2019/2020;24/11/2019;1;3;0;3;2;2
Real Valladolid;Sevilla;2019/2020;24/11/2019;0;1;0;3;1;2
Celta;Real Valladolid;2019/2020;29/11/2019;0;0;1;1;0;x
Alavés;Real Madrid;2019/2020;30/11/2019;1;2;0;3;1;2
R. Sociedad;Eibar;2019/2020;30/11/2019;4;1;3;0;3;1
Mallorca;Betis;2019/2020;30/11/2019;1;2;0;3;1;2
Valencia;Villarreal;2019/2020;30/11/2019;2;1;3;0;1;1
Sevilla;Leganés;2019/2020;01/12/2019;1;0;3;0;1;1
Athletic;Granada;2019/2020;01/12/2019;2;0;3;0;2;1
Espanyol;Osasuna;2019/2020;01/12/2019;2;4;0;3;2;2
Getafe;Levante;2019/2020;01/12/2019;4;0;3;0;4;1
Atlético;Barcelona;2019/2020;01/12/2019;0;1;0;3;1;2
Villarreal;Atlético;2019/2020;06/12/2019;0;0;1;1;0;x
Real Madrid;Espanyol;2019/2020;07/12/2019;2;0;3;0;2;1
Granada;Alavés;2019/2020;07/12/2019;3;0;3;0;3;1
Levante;Valencia;2019/2020;07/12/2019;2;4;0;3;2;2
Barcelona;Mallorca;2019/2020;08/12/2019;5;2;3;0;3;1
Eibar;Getafe;2019/2020;08/12/2019;0;1;0;3;1;2
Betis;Athletic;2019/2020;08/12/2019;3;2;3;0;1;1
Real Valladolid;R. Sociedad;2019/2020;08/12/2019;0;0;1;1;0;x
Leganés;Celta;2019/2020;08/12/2019;3;2;3;0;1;1
Osasuna;Sevilla;2019/2020;08/12/2019;1;1;1;1;0;x
Alavés;Leganés;2019/2020;13/12/2019;1;1;1;1;0;x
Granada;Levante;2019/2020;14/12/2019;1;2;0;3;1;2
R. Sociedad;Barcelona;2019/2020;14/12/2019;2;2;1;1;0;x
Athletic;Eibar;2019/2020;14/12/2019;0;0;1;1;0;x
Atlético;Osasuna;2019/2020;14/12/2019;2;0;3;0;2;1
Getafe;Real Valladolid;2019/2020;15/12/2019;2;0;3;0;2;1
Celta;Mallorca;2019/2020;15/12/2019;2;2;1;1;0;x
Espanyol;Betis;2019/2020;15/12/2019;2;2;1;1;0;x
Sevilla;Villarreal;2019/2020;15/12/2019;1;2;0;3;1;2
Valencia;Real Madrid;2019/2020;15/12/2019;1;1;1;1;0;x
Eibar;Granada;2019/2020;20/12/2019;3;0;3;0;3;1
Mallorca;Sevilla;2019/2020;21/12/2019;0;2;0;3;2;2
Barcelona;Alavés;2019/2020;21/12/2019;4;1;3;0;3;1
Villarreal;Getafe;2019/2020;21/12/2019;1;0;3;0;1;1
Real Valladolid;Valencia;2019/2020;21/12/2019;1;1;1;1;0;x
Leganés;Espanyol;2019/2020;22/12/2019;2;0;3;0;2;1
Osasuna;R. Sociedad;2019/2020;22/12/2019;3;4;0;3;1;2
Betis;Atlético;2019/2020;22/12/2019;1;2;0;3;1;2
Levante;Celta;2019/2020;22/12/2019;3;1;3;0;2;1
Real Madrid;Athletic;2019/2020;22/12/2019;0;0;1;1;0;x
Real Valladolid;Leganés;2019/2020;03/01/2020;2;2;1;1;0;x
Sevilla;Athletic;2019/2020;03/01/2020;1;1;1;1;0;x
Valencia;Eibar;2019/2020;04/01/2020;1;0;3;0;1;1
Getafe;Real Madrid;2019/2020;04/01/2020;0;3;0;3;3;2
Atlético;Levante;2019/2020;04/01/2020;2;1;3;0;1;1
Espanyol;Barcelona;2019/2020;04/01/2020;2;2;1;1;0;x
Granada;Mallorca;2019/2020;05/01/2020;1;0;3;0;1;1
R. Sociedad;Villarreal;2019/2020;05/01/2020;1;2;0;3;1;2
Alavés;Betis;2019/2020;05/01/2020;1;1;1;1;0;x
Celta;Osasuna;2019/2020;05/01/2020;1;1;1;1;0;x
Leganés;Getafe;2019/2020;17/01/2020;0;3;0;3;3;2
Levante;Alavés;2019/2020;18/01/2020;0;1;0;3;1;2
Real Madrid;Sevilla;2019/2020;18/01/2020;2;1;3;0;1;1
Osasuna;Real Valladolid;2019/2020;18/01/2020;0;0;1;1;0;x
Eibar;Atlético;2019/2020;18/01/2020;2;0;3;0;2;1
Mallorca;Valencia;2019/2020;19/01/2020;4;1;3;0;3;1
Betis;R. Sociedad;2019/2020;19/01/2020;3;0;3;0;3;1
Villarreal;Espanyol;2019/2020;19/01/2020;1;2;0;3;1;2
Athletic;Celta;2019/2020;19/01/2020;1;1;1;1;0;x
Barcelona;Granada;2019/2020;19/01/2020;1;0;3;0;1;1
Osasuna;Levante;2019/2020;24/01/2020;2;0;3;0;2;1
Espanyol;Athletic;2019/2020;25/01/2020;1;1;1;1;0;x
Valencia;Barcelona;2019/2020;25/01/2020;2;0;3;0;2;1
Alavés;Villarreal;2019/2020;25/01/2020;1;2;0;3;1;2
Sevilla;Granada;2019/2020;25/01/2020;2;0;3;0;2;1
Atlético;Leganés;2019/2020;26/01/2020;0;0;1;1;0;x
Celta;Eibar;2019/2020;26/01/2020;0;0;1;1;0;x
Getafe;Betis;2019/2020;26/01/2020;1;0;3;0;1;1
R. Sociedad;Mallorca;2019/2020;26/01/2020;3;0;3;0;3;1
Real Valladolid;Real Madrid;2019/2020;26/01/2020;0;1;0;3;1;2
Granada;Espanyol;2019/2020;01/02/2020;2;1;3;0;1;1
Real Madrid;Atlético;2019/2020;01/02/2020;1;0;3;0;1;1
Mallorca;Real Valladolid;2019/2020;01/02/2020;0;1;0;3;1;2
Valencia;Celta;2019/2020;01/02/2020;1;0;3;0;1;1
Leganés;R. Sociedad;2019/2020;02/02/2020;2;1;3;0;1;1
Eibar;Betis;2019/2020;02/02/2020;1;1;1;1;0;x
Athletic;Getafe;2019/2020;02/02/2020;0;2;0;3;2;2
Sevilla;Alavés;2019/2020;02/02/2020;1;1;1;1;0;x
Villarreal;Osasuna;2019/2020;02/02/2020;3;1;3;0;2;1
Barcelona;Levante;2019/2020;02/02/2020;2;1;3;0;1;1
Alavés;Eibar;2019/2020;07/02/2020;2;1;3;0;1;1
Levante;Leganés;2019/2020;08/02/2020;2;0;3;0;2;1
Getafe;Valencia;2019/2020;08/02/2020;3;0;3;0;3;1
Real Valladolid;Villarreal;2019/2020;08/02/2020;1;1;1;1;0;x
Atlético;Granada;2019/2020;08/02/2020;1;0;3;0;1;1
Espanyol;Mallorca;2019/2020;09/02/2020;1;0;3;0;1;1
R. Sociedad;Athletic;2019/2020;09/02/2020;2;1;3;0;1;1
Osasuna;Real Madrid;2019/2020;09/02/2020;1;4;0;3;3;2
Celta;Sevilla;2019/2020;09/02/2020;2;1;3;0;1;1
Betis;Barcelona;2019/2020;09/02/2020;2;3;0;3;1;2
Valencia;Atlético;2019/2020;14/02/2020;2;2;1;1;0;x
Mallorca;Alavés;2019/2020;15/02/2020;1;0;3;0;1;1
Barcelona;Getafe;2019/2020;15/02/2020;2;1;3;0;1;1
Villarreal;Levante;2019/2020;15/02/2020;2;1;3;0;1;1
Granada;Real Valladolid;2019/2020;15/02/2020;2;1;3;0;1;1
Sevilla;Espanyol;2019/2020;16/02/2020;2;2;1;1;0;x
Leganés;Betis;2019/2020;16/02/2020;0;0;1;1;0;x
Athletic;Osasuna;2019/2020;16/02/2020;0;1;0;3;1;2
Real Madrid;Celta;2019/2020;16/02/2020;2;2;1;1;0;x
Eibar;R. Sociedad;2019/2020;10/03/2020;1;2;0;3;1;2
Betis;Mallorca;2019/2020;21/02/2020;3;3;1;1;0;x
Celta;Leganés;2019/2020;22/02/2020;1;0;3;0;1;1
Barcelona;Eibar;2019/2020;22/02/2020;5;0;3;0;5;1
R. Sociedad;Valencia;2019/2020;22/02/2020;3;0;3;0;3;1
Levante;Real Madrid;2019/2020;22/02/2020;1;0;3;0;1;1
Osasuna;Granada;2019/2020;23/02/2020;0;3;0;3;3;2
Alavés;Athletic;2019/2020;23/02/2020;2;1;3;0;1;1
Real Valladolid;Espanyol;2019/2020;23/02/2020;2;1;3;0;1;1
Getafe;Sevilla;2019/2020;23/02/2020;0;3;0;3;3;2
Atlético;Villarreal;2019/2020;23/02/2020;3;1;3;0;2;1
R. Sociedad;Real Valladolid;2019/2020;28/02/2020;1;0;3;0;1;1
Eibar;Levante;2019/2020;29/02/2020;3;0;3;0;3;1
Valencia;Betis;2019/2020;29/02/2020;2;1;3;0;1;1
Leganés;Alavés;2019/2020;29/02/2020;1;1;1;1;0;x
Granada;Celta;2019/2020;29/02/2020;0;0;1;1;0;x
Sevilla;Osasuna;2019/2020;01/03/2020;3;2;3;0;1;1
Athletic;Villarreal;2019/2020;01/03/2020;1;0;3;0;1;1
Espanyol;Atlético;2019/2020;01/03/2020;1;1;1;1;0;x
Mallorca;Getafe;2019/2020;01/03/2020;0;1;0;3;1;2
Real Madrid;Barcelona;2019/2020;01/03/2020;2;0;3;0;2;1
Alavés;Valencia;2019/2020;06/03/2020;1;1;1;1;0;x
Eibar;Mallorca;2019/2020;07/03/2020;1;2;0;3;1;2
Atlético;Sevilla;2019/2020;07/03/2020;2;2;1;1;0;x
Barcelona;R. Sociedad;2019/2020;07/03/2020;1;0;3;0;1;1
Getafe;Celta;2019/2020;07/03/2020;0;0;1;1;0;x
Osasuna;Espanyol;2019/2020;08/03/2020;1;0;3;0;1;1
Real Valladolid;Athletic;2019/2020;08/03/2020;1;4;0;3;3;2
Levante;Granada;2019/2020;08/03/2020;1;1;1;1;0;x
Villarreal;Leganés;2019/2020;08/03/2020;1;2;0;3;1;2
Betis;Real Madrid;2019/2020;08/03/2020;2;1;3;0;1;1
Sevilla;Betis;2019/2020;11/06/2020;2;0;3;0;2;1
Granada;Getafe;2019/2020;12/06/2020;2;1;3;0;1;1
Valencia;Levante;2019/2020;12/06/2020;1;1;1;1;0;x
Espanyol;Alavés;2019/2020;13/06/2020;2;0;3;0;2;1
Celta;Villarreal;2019/2020;13/06/2020;0;1;0;3;1;2
Leganés;Real Valladolid;2019/2020;13/06/2020;1;2;0;3;1;2
Mallorca;Barcelona;2019/2020;13/06/2020;0;4;0;3;4;2
Athletic;Atlético;2019/2020;14/06/2020;1;1;1;1;0;x
Real Madrid;Eibar;2019/2020;14/06/2020;3;1;3;0;2;1
R. Sociedad;Osasuna;2019/2020;14/06/2020;1;1;1;1;0;x
Levante;Sevilla;2019/2020;15/06/2020;1;1;1;1;0;x
Betis;Granada;2019/2020;15/06/2020;2;2;1;1;0;x
Getafe;Espanyol;2019/2020;16/06/2020;0;0;1;1;0;x
Villarreal;Mallorca;2019/2020;16/06/2020;1;0;3;0;1;1
Barcelona;Leganés;2019/2020;16/06/2020;2;0;3;0;2;1
Eibar;Athletic;2019/2020;17/06/2020;2;2;1;1;0;x
Real Valladolid;Celta;2019/2020;17/06/2020;0;0;1;1;0;x
Osasuna;Atlético;2019/2020;17/06/2020;0;5;0;3;5;2
Alavés;R. Sociedad;2019/2020;18/06/2020;2;0;3;0;2;1
Real Madrid;Valencia;2019/2020;18/06/2020;3;0;3;0;3;1
Mallorca;Leganés;2019/2020;19/06/2020;1;1;1;1;0;x
Granada;Villarreal;2019/2020;19/06/2020;0;1;0;3;1;2
Sevilla;Barcelona;2019/2020;19/06/2020;0;0;1;1;0;x
Espanyol;Levante;2019/2020;20/06/2020;1;3;0;3;2;2
Athletic;Betis;2019/2020;20/06/2020;1;0;3;0;1;1
Getafe;Eibar;2019/2020;20/06/2020;1;1;1;1;0;x
Atlético;Real Valladolid;2019/2020;20/06/2020;1;0;3;0;1;1
Celta;Alavés;2019/2020;21/06/2020;6;0;3;0;6;1
Valencia;Osasuna;2019/2020;21/06/2020;2;0;3;0;2;1
R. Sociedad;Real Madrid;2019/2020;21/06/2020;1;2;0;3;1;2
Villarreal;Sevilla;2019/2020;22/06/2020;2;2;1;1;0;x
Leganés;Granada;2019/2020;22/06/2020;0;0;1;1;0;x
Levante;Atlético;2019/2020;23/06/2020;0;1;0;3;1;2
Real Valladolid;Getafe;2019/2020;23/06/2020;1;1;1;1;0;x
Barcelona;Athletic;2019/2020;23/06/2020;1;0;3;0;1;1
Alavés;Osasuna;2019/2020;24/06/2020;0;1;0;3;1;2
R. Sociedad;Celta;2019/2020;24/06/2020;0;1;0;3;1;2
Real Madrid;Mallorca;2019/2020;24/06/2020;2;0;3;0;2;1
Eibar;Valencia;2019/2020;25/06/2020;1;0;3;0;1;1
Betis;Espanyol;2019/2020;25/06/2020;1;0;3;0;1;1
Sevilla;Real Valladolid;2019/2020;26/06/2020;1;1;1;1;0;x
Athletic;Mallorca;2019/2020;27/06/2020;3;1;3;0;2;1
Celta;Barcelona;2019/2020;27/06/2020;2;2;1;1;0;x
Osasuna;Leganés;2019/2020;27/06/2020;2;1;3;0;1;1
Atlético;Alavés;2019/2020;27/06/2020;2;1;3;0;1;1
Levante;Betis;2019/2020;28/06/2020;4;2;3;0;2;1
Villarreal;Valencia;2019/2020;28/06/2020;2;0;3;0;2;1
Granada;Eibar;2019/2020;28/06/2020;1;2;0;3;1;2
Espanyol;Real Madrid;2019/2020;28/06/2020;0;1;0;3;1;2
Getafe;R. Sociedad;2019/2020;29/06/2020;2;1;3;0;1;1
Mallorca;Celta;2019/2020;30/06/2020;5;1;3;0;4;1
Leganés;Sevilla;2019/2020;30/06/2020;0;3;0;3;3;2
Barcelona;Atlético;2019/2020;30/06/2020;2;2;1;1;0;x
Alavés;Granada;2019/2020;01/07/2020;0;2;0;3;2;2
Valencia;Athletic;2019/2020;01/07/2020;0;2;0;3;2;2
Betis;Villarreal;2019/2020;01/07/2020;0;2;0;3;2;2
Real Valladolid;Levante;2019/2020;01/07/2020;0;0;1;1;0;x
Eibar;Osasuna;2019/2020;02/07/2020;0;2;0;3;2;2
R. Sociedad;Espanyol;2019/2020;02/07/2020;2;1;3;0;1;1
Real Madrid;Getafe;2019/2020;02/07/2020;1;0;3;0;1;1
Atlético;Mallorca;2019/2020;03/07/2020;3;0;3;0;3;1
Celta;Betis;2019/2020;04/07/2020;1;1;1;1;0;x
Real Valladolid;Alavés;2019/2020;04/07/2020;1;0;3;0;1;1
Granada;Valencia;2019/2020;04/07/2020;2;2;1;1;0;x
Athletic;Real Madrid;2019/2020;05/07/2020;0;1;0;3;1;2
Espanyol;Leganés;2019/2020;05/07/2020;0;1;0;3;1;2
Osasuna;Getafe;2019/2020;05/07/2020;0;0;1;1;0;x
Villarreal;Barcelona;2019/2020;06/07/2020;1;4;0;3;3;2
Levante;R. Sociedad;2019/2020;06/07/2020;1;1;1;1;0;x
Sevilla;Eibar;2019/2020;06/07/2020;1;0;3;0;1;1
Valencia;Real Valladolid;2019/2020;07/07/2020;2;1;3;0;1;1
Celta;Atlético;2019/2020;07/07/2020;1;1;1;1;0;x
Betis;Osasuna;2019/2020;08/07/2020;3;0;3;0;3;1
Getafe;Villarreal;2019/2020;08/07/2020;1;3;0;3;2;2
Barcelona;Espanyol;2019/2020;08/07/2020;1;0;3;0;1;1
Eibar;Leganés;2019/2020;09/07/2020;0;0;1;1;0;x
Mallorca;Levante;2019/2020;09/07/2020;2;0;3;0;2;1
Athletic;Sevilla;2019/2020;09/07/2020;1;2;0;3;1;2
R. Sociedad;Granada;2019/2020;10/07/2020;2;3;0;3;1;2
Real Madrid;Alavés;2019/2020;10/07/2020;2;0;3;0;2;1
Osasuna;Celta;2019/2020;11/07/2020;2;1;3;0;1;1
Real Valladolid;Barcelona;2019/2020;11/07/2020;0;1;0;3;1;2
Atlético;Betis;2019/2020;11/07/2020;1;0;3;0;1;1
Espanyol;Eibar;2019/2020;12/07/2020;0;2;0;3;2;2
Levante;Athletic;2019/2020;12/07/2020;1;2;0;3;1;2
Leganés;Valencia;2019/2020;12/07/2020;1;0;3;0;1;1
Sevilla;Mallorca;2019/2020;12/07/2020;2;0;3;0;2;1
Alavés;Getafe;2019/2020;13/07/2020;0;0;1;1;0;x
Villarreal;R. Sociedad;2019/2020;13/07/2020;1;2;0;3;1;2
Granada;Real Madrid;2019/2020;13/07/2020;1;2;0;3;1;2
Eibar;Real Valladolid;2019/2020;16/07/2020;3;1;3;0;2;1
Athletic;Leganés;2019/2020;16/07/2020;0;2;0;3;2;2
Barcelona;Osasuna;2019/2020;16/07/2020;1;2;0;3;1;2
Betis;Alavés;2019/2020;16/07/2020;1;2;0;3;1;2
Real Madrid;Villarreal;2019/2020;16/07/2020;2;1;3;0;1;1
Valencia;Espanyol;2019/2020;16/07/2020;1;0;3;0;1;1
Mallorca;Granada;2019/2020;16/07/2020;1;2;0;3;1;2
Getafe;Atlético;2019/2020;16/07/2020;0;2;0;3;2;2
Celta;Levante;2019/2020;16/07/2020;2;3;0;3;1;2
R. Sociedad;Sevilla;2019/2020;16/07/2020;0;0;1;1;0;x
Alavés;Barcelona;2019/2020;19/07/2020;0;5;0;3;5;2
Villarreal;Eibar;2019/2020;19/07/2020;4;0;3;0;4;1
Real Valladolid;Betis;2019/2020;19/07/2020;2;0;3;0;2;1
Espanyol;Celta;2019/2020;19/07/2020;0;0;1;1;0;x
Osasuna;Mallorca;2019/2020;19/07/2020;2;2;1;1;0;x
Levante;Getafe;2019/2020;19/07/2020;1;0;3;0;1;1
Sevilla;Valencia;2019/2020;19/07/2020;1;0;3;0;1;1
Leganés;Real Madrid;2019/2020;19/07/2020;2;2;1;1;0;x
Granada;Athletic;2019/2020;19/07/2020;4;0;3;0;4;1
Atlético;R. Sociedad;2019/2020;19/07/2020;1;1;1;1;0;x
Eibar;Celta;2020/2021;12/09/2020;0;0;1;1;0;x
Granada;Athletic;2020/2021;12/09/2020;2;0;3;0;2;1
Cádiz;Osasuna;2020/2021;12/09/2020;0;2;0;3;2;2
Alavés;Betis;2020/2021;13/09/2020;0;1;0;3;1;2
Real Valladolid;R. Sociedad;2020/2021;13/09/2020;1;1;1;1;0;x
Villarreal;Huesca;2020/2021;13/09/2020;1;1;1;1;0;x
Valencia;Levante;2020/2021;13/09/2020;4;2;3;0;2;1
Atlético;Sevilla;2020/2021;12/01/2021;2;0;3;0;2;1
Real Madrid;Getafe;2020/2021;09/02/2021;2;0;3;0;2;1
Barcelona;Elche;2020/2021;24/02/2021;3;0;3;0;3;1
Villarreal;Eibar;2020/2021;19/09/2020;2;1;3;0;1;1
Getafe;Osasuna;2020/2021;19/09/2020;1;0;3;0;1;1
Celta;Valencia;2020/2021;19/09/2020;2;1;3;0;1;1
Huesca;Cádiz;2020/2021;20/09/2020;0;2;0;3;2;2
Betis;Real Valladolid;2020/2021;20/09/2020;2;0;3;0;2;1
Granada;Alavés;2020/2021;20/09/2020;2;1;3;0;1;1
R. Sociedad;Real Madrid;2020/2021;20/09/2020;0;0;1;1;0;x
Athletic;Barcelona;2020/2021;06/01/2021;2;3;0;3;1;2
Levante;Atlético;2020/2021;17/02/2021;1;1;1;1;0;x
