Equipo;Local/Visitante;Goles_Locales;Suma_Goles_Locales_Acumulados;Media_Goles_Locales;Goles_Visitantes;Suma_Goles_Visitantes_Acumulados;Media_Goles_Visitantes;Puntos_Locales;Media_Puntos_Locales;Puntos_Locales_Acumulados;Puntos_Visitantes;Media_Puntos_Visitantes;Puntos_Visitantes_Acumulados;Victorias_Locales_Acumuladas;Empates_Locales_Acumulados;Derrotas_Locales_Acumuladas;Victorias_Acumuladas_Visitantes;Empates_Acumulados_Visitantes;Derrotas_Acumuladas_Visitantes;Descenso;Clasificacion_Europea;Resultados;Fecha;Temporada
Atlético;Visitante;0;0;0;1;8;1,58;0;0;0;1;2,1;10;0;0;0;0;1;0;No;Si;x;30/10/2015;2015/2016
Getafe;Local;0;9;1,21;0;0;0;0;1,32;9;0;0;0;0;0;1;0;0;0;Si;No;2;31/10/2015;2015/2016
Barcelona;Visitante;0;0;0;2;7;2,37;0;0;0;3;2,21;9;0;0;0;1;0;0;No;Si;2;31/10/2015;2015/2016
Real Madrid;Local;3;12;3,68;0;0;0;3;2,58;13;0;0;0;2;0;0;0;0;0;No;Si;1;31/10/2015;2015/2016
Las Palmas;Visitante;0;0;0;1;5;1,05;0;0;0;0;0,79;1;0;0;0;0;0;3;No;No;1;31/10/2015;2015/2016
R. Sociedad;Local;2;4;1,15;0;0;0;0;1,37;2;0;0;0;0;0;2;0;0;0;No;No;2;31/10/2015;2015/2016
Celta;Visitante;0;0;0;3;10;1,16;0;0;0;3;1,16;13;0;0;0;2;0;0;No;Si;2;31/10/2015;2015/2016
Valencia;Local;3;8;1,31;0;0;0;3;1,32;11;0;0;0;3;0;0;0;0;0;No;No;1;31/10/2015;2015/2016
Levante;Visitante;0;0;0;0;1;0,74;0;0;0;0;0,32;1;0;0;0;0;0;4;Si;No;1;31/10/2015;2015/2016
Villarreal;Local;2;10;1,37;0;0;0;3;2,11;12;0;0;0;1;0;0;0;0;0;No;Si;1;31/10/2015;2015/2016
Sevilla;Visitante;0;0;0;1;3;0,68;0;0;0;0;0,47;3;0;0;0;0;0;1;No;No;1;31/10/2015;2015/2016
Betis;Local;1;5;0,89;0;0;0;0;1,26;4;0;0;0;0;0;3;0;0;0;No;No;2;01/11/2015;2015/2016
Athletic;Visitante;0;0;0;3;6;1,21;0;0;0;3;1,32;5;0;0;0;1;0;0;No;Si;2;01/11/2015;2015/2016
Eibar;Local;1;5;1,37;0;0;0;3;1,53;8;0;0;0;1;0;0;0;0;0;No;No;1;01/11/2015;2015/2016
Rayo;Visitante;0;0;0;0;5;1,21;0;0;0;0;0,53;3;0;0;0;0;0;3;Si;No;1;01/11/2015;2015/2016
Espanyol;Local;1;4;1,16;0;0;0;1;1,68;7;0;0;0;0;1;0;0;0;0;No;No;x;01/11/2015;2015/2016
Granada;Visitante;0;0;0;1;6;1,05;0;0;0;1;0,84;5;0;0;0;0;2;0;No;No;x;01/11/2015;2015/2016
Sporting Gijón;Local;1;5;1,47;0;0;0;3;1,32;5;0;0;0;1;0;0;0;0;0;No;No;1;01/11/2015;2015/2016
Málaga;Visitante;0;0;0;0;0;0,63;0;0;0;0;0,95;1;0;0;0;0;0;2;No;No;1;01/11/2015;2015/2016
Las Palmas;Local;2;4;1,31;0;0;0;3;1,53;8;0;0;0;1;0;0;0;0;0;No;No;1;06/11/2015;2015/2016
R. Sociedad;Visitante;0;0;0;0;8;1,47;0;0;0;0;1,16;7;0;0;0;0;0;1;No;No;1;06/11/2015;2015/2016
Celta;Local;1;12;1,52;0;0;0;0;1,74;8;0;0;0;0;0;2;0;0;0;No;Si;2;07/11/2015;2015/2016
Valencia;Visitante;0;0;0;5;8;1,11;0;0;0;3;1;7;0;0;0;1;0;0;No;No;2;07/11/2015;2015/2016
Eibar;Local;3;8;1,37;0;0;0;3;1,53;11;0;0;0;2;0;0;0;0;0;No;No;1;07/11/2015;2015/2016
Getafe;Visitante;0;0;0;1;2;0,74;0;0;0;0;0,58;1;0;0;0;0;0;2;Si;No;1;07/11/2015;2015/2016
Levante;Local;1;6;1,21;0;0;0;1;1,37;6;0;0;0;0;1;0;0;0;0;Si;No;x;07/11/2015;2015/2016
Deportivo;Visitante;0;0;0;1;8;1,05;0;0;0;1;1,16;9;0;0;0;0;1;0;No;No;x;07/11/2015;2015/2016
Málaga;Local;0;5;1,37;0;0;0;0;1,58;8;0;0;0;0;0;1;0;0;0;No;No;2;07/11/2015;2015/2016
Betis;Visitante;0;0;0;1;6;0,89;0;0;0;3;1,11;11;0;0;0;1;0;0;No;No;2;07/11/2015;2015/2016
Rayo;Local;2;8;1,53;0;0;0;3;1,47;10;0;0;0;2;0;0;0;0;0;Si;No;1;07/11/2015;2015/2016
Granada;Visitante;0;0;0;1;7;1,05;0;0;0;0;0,84;5;0;0;0;0;0;1;No;No;1;07/11/2015;2015/2016
Athletic;Local;2;12;1,84;0;0;0;3;1,95;12;0;0;0;3;0;0;0;0;0;No;Si;1;08/11/2015;2015/2016
Espanyol;Visitante;0;0;0;1;8;0,95;0;0;0;0;0,58;6;0;0;0;0;0;2;No;No;1;08/11/2015;2015/2016
Atlético;Local;1;8;1,74;0;0;0;3;2,53;13;0;0;0;2;0;0;0;0;0;No;Si;1;08/11/2015;2015/2016
Sporting Gijón;Visitante;0;0;0;0;6;0,63;0;0;0;0;0,74;7;0;0;0;0;0;2;No;No;1;08/11/2015;2015/2016
Barcelona;Local;3;18;3,52;0;0;0;3;2,58;18;0;0;0;6;0;0;0;0;0;No;Si;1;08/11/2015;2015/2016
Villarreal;Visitante;0;0;0;0;5;0,95;0;0;0;0;1,26;8;0;0;0;0;0;1;No;Si;1;08/11/2015;2015/2016
Sevilla;Local;3;14;2;0;0;0;3;2,26;12;0;0;0;4;0;0;0;0;0;No;No;1;08/11/2015;2015/2016
Real Madrid;Visitante;0;0;0;2;14;2,11;0;0;0;0;2,16;11;0;0;0;0;0;1;No;Si;1;08/11/2015;2015/2016
Espanyol;Local;2;6;1,16;0;0;0;3;1,68;10;0;0;0;1;0;0;0;0;0;No;No;1;21/11/2015;2015/2016
Málaga;Visitante;0;0;0;0;0;0,63;0;0;0;0;0,95;1;0;0;0;0;0;1;No;No;1;21/11/2015;2015/2016
Deportivo;Local;2;10;1,32;0;0;0;3;1,05;9;0;0;0;1;0;0;0;0;0;No;No;1;21/11/2015;2015/2016
Celta;Visitante;0;0;0;0;10;1,16;0;0;0;0;1,16;13;0;0;0;0;0;1;No;Si;1;21/11/2015;2015/2016
Real Madrid;Local;0;12;3,68;0;0;0;0;2,58;13;0;0;0;0;0;1;0;0;0;No;Si;2;21/11/2015;2015/2016
Barcelona;Visitante;0;0;0;4;11;2,37;0;0;0;3;2,21;12;0;0;0;2;0;0;No;Si;2;21/11/2015;2015/2016
R. Sociedad;Local;2;6;1,15;0;0;0;3;1,37;5;0;0;0;1;0;0;0;0;0;No;No;1;21/11/2015;2015/2016
Sevilla;Visitante;0;0;0;0;3;0,68;0;0;0;0;0,47;3;0;0;0;0;0;2;No;No;1;21/11/2015;2015/2016
Valencia;Local;1;9;1,31;0;0;0;1;1,32;12;0;0;0;0;1;0;0;0;0;No;No;x;21/11/2015;2015/2016
Las Palmas;Visitante;0;0;0;1;6;1,05;0;0;0;1;0,79;2;0;0;0;0;1;0;No;No;x;21/11/2015;2015/2016
Betis;Local;0;5;0,89;0;0;0;0;1,26;4;0;0;0;0;0;4;0;0;0;No;No;2;22/11/2015;2015/2016
Atlético;Visitante;0;0;0;1;9;1,58;0;0;0;3;2,1;13;0;0;0;1;0;0;No;Si;2;22/11/2015;2015/2016
Granada;Local;2;6;1,37;0;0;0;3;1,21;5;0;0;0;1;0;0;0;0;0;No;No;1;22/11/2015;2015/2016
Athletic;Visitante;0;0;0;0;6;1,21;0;0;0;0;1,32;5;0;0;0;0;0;1;No;Si;1;22/11/2015;2015/2016
Sporting Gijón;Local;0;5;1,47;0;0;0;0;1,32;5;0;0;0;0;0;1;0;0;0;No;No;2;22/11/2015;2015/2016
Levante;Visitante;0;0;0;3;4;0,74;0;0;0;3;0,32;4;0;0;0;1;0;0;Si;No;2;22/11/2015;2015/2016
Villarreal;Local;1;11;1,37;0;0;0;1;2,11;13;0;0;0;0;1;0;0;0;0;No;Si;x;22/11/2015;2015/2016
Eibar;Visitante;0;0;0;1;9;1,21;0;0;0;1;0,74;9;0;0;0;0;1;0;No;No;x;22/11/2015;2015/2016
Getafe;Local;1;10;1,21;0;0;0;1;1,32;10;0;0;0;0;1;0;0;0;0;Si;No;x;23/11/2015;2015/2016
Rayo;Visitante;0;0;0;1;6;1,21;0;0;0;1;0,53;4;0;0;0;0;1;0;Si;No;x;23/11/2015;2015/2016
Levante;Local;0;6;1,21;0;0;0;0;1,37;6;0;0;0;0;0;1;0;0;0;Si;No;2;27/11/2015;2015/2016
Betis;Visitante;0;0;0;1;7;0,89;0;0;0;3;1,11;14;0;0;0;2;0;0;No;No;2;27/11/2015;2015/2016
Atlético;Local;1;9;1,74;0;0;0;3;2,53;16;0;0;0;3;0;0;0;0;0;No;Si;1;28/11/2015;2015/2016
Espanyol;Visitante;0;0;0;0;8;0,95;0;0;0;0;0,58;6;0;0;0;0;0;3;No;No;1;28/11/2015;2015/2016
Barcelona;Local;4;22;3,52;0;0;0;3;2,58;21;0;0;0;7;0;0;0;0;0;No;Si;1;28/11/2015;2015/2016
R. Sociedad;Visitante;0;0;0;0;8;1,47;0;0;0;0;1,16;7;0;0;0;0;0;2;No;No;1;28/11/2015;2015/2016
Celta;Local;2;14;1,52;0;0;0;3;1,74;11;0;0;0;1;0;0;0;0;0;No;Si;1;28/11/2015;2015/2016
Sporting Gijón;Visitante;0;0;0;1;7;0,63;0;0;0;0;0,74;7;0;0;0;0;0;3;No;No;1;28/11/2015;2015/2016
Las Palmas;Local;0;4;1,31;0;0;0;0;1,53;8;0;0;0;0;0;1;0;0;0;No;No;2;28/11/2015;2015/2016
Deportivo;Visitante;0;0;0;2;10;1,05;0;0;0;3;1,16;12;0;0;0;1;0;0;No;No;2;28/11/2015;2015/2016
Málaga;Local;2;7;1,37;0;0;0;1;1,58;9;0;0;0;0;1;0;0;0;0;No;No;x;28/11/2015;2015/2016
Granada;Visitante;0;0;0;2;9;1,05;0;0;0;1;0,84;6;0;0;0;0;1;0;No;No;x;28/11/2015;2015/2016
Eibar;Local;0;8;1,37;0;0;0;0;1,53;11;0;0;0;0;0;1;0;0;0;No;No;2;29/11/2015;2015/2016
Real Madrid;Visitante;0;0;0;2;16;2,11;0;0;0;3;2,16;14;0;0;0;1;0;0;No;Si;2;29/11/2015;2015/2016
Getafe;Local;2;12;1,21;0;0;0;3;1,32;13;0;0;0;1;0;0;0;0;0;Si;No;1;29/11/2015;2015/2016
Villarreal;Visitante;0;0;0;0;5;0,95;0;0;0;0;1,26;8;0;0;0;0;0;2;No;Si;1;29/11/2015;2015/2016
Sevilla;Local;1;15;2;0;0;0;3;2,26;15;0;0;0;5;0;0;0;0;0;No;No;1;29/11/2015;2015/2016
Valencia;Visitante;0;0;0;0;8;1,11;0;0;0;0;1;7;0;0;0;0;0;1;No;No;1;29/11/2015;2015/2016
Rayo;Local;0;8;1,53;0;0;0;0;1,47;10;0;0;0;0;0;1;0;0;0;Si;No;2;29/11/2015;2015/2016
Athletic;Visitante;0;0;0;3;9;1,21;0;0;0;3;1,32;8;0;0;0;1;0;0;No;Si;2;29/11/2015;2015/2016
Betis;Local;1;6;0,89;0;0;0;1;1,26;5;0;0;0;0;1;0;0;0;0;No;No;x;05/12/2015;2015/2016
Celta;Visitante;0;0;0;1;11;1,16;0;0;0;1;1,16;14;0;0;0;0;1;0;No;Si;x;05/12/2015;2015/2016
Granada;Local;0;6;1,37;0;0;0;0;1,21;5;0;0;0;0;0;1;0;0;0;No;No;2;05/12/2015;2015/2016
Atlético;Visitante;0;0;0;2;11;1,58;0;0;0;3;2,1;16;0;0;0;2;0;0;No;Si;2;05/12/2015;2015/2016
Deportivo;Local;1;11;1,32;0;0;0;1;1,05;10;0;0;0;0;1;0;0;0;0;No;No;x;05/12/2015;2015/2016
Sevilla;Visitante;0;0;0;1;4;0,68;0;0;0;1;0,47;4;0;0;0;0;1;0;No;No;x;05/12/2015;2015/2016
Real Madrid;Local;4;16;3,68;0;0;0;3;2,58;16;0;0;0;1;0;0;0;0;0;No;Si;1;05/12/2015;2015/2016
Getafe;Visitante;0;0;0;1;3;0,74;0;0;0;0;0,58;1;0;0;0;0;0;3;Si;No;1;05/12/2015;2015/2016
Valencia;Local;1;10;1,31;0;0;0;1;1,32;13;0;0;0;0;2;0;0;0;0;No;No;x;05/12/2015;2015/2016
Barcelona;Visitante;0;0;0;1;12;2,37;0;0;0;1;2,21;13;0;0;0;0;1;0;No;Si;x;05/12/2015;2015/2016
Athletic;Local;0;12;1,84;0;0;0;1;1,95;13;0;0;0;0;1;0;0;0;0;No;Si;x;06/12/2015;2015/2016
Málaga;Visitante;0;0;0;0;0;0,63;0;0;0;1;0,95;2;0;0;0;0;1;0;No;No;x;06/12/2015;2015/2016
R. Sociedad;Local;2;8;1,15;0;0;0;3;1,37;8;0;0;0;2;0;0;0;0;0;No;No;1;06/12/2015;2015/2016
Eibar;Visitante;0;0;0;1;10;1,21;0;0;0;0;0,74;9;0;0;0;0;0;1;No;No;1;06/12/2015;2015/2016
Sporting Gijón;Local;3;8;1,47;0;0;0;3;1,32;8;0;0;0;1;0;0;0;0;0;No;No;1;06/12/2015;2015/2016
Las Palmas;Visitante;0;0;0;1;7;1,05;0;0;0;0;0,79;2;0;0;0;0;0;1;No;No;1;06/12/2015;2015/2016
Villarreal;Local;2;13;1,37;0;0;0;3;2,11;16;0;0;0;1;0;0;0;0;0;No;Si;1;06/12/2015;2015/2016
Rayo;Visitante;0;0;0;1;7;1,21;0;0;0;0;0,53;4;0;0;0;0;0;1;Si;No;1;06/12/2015;2015/2016
Espanyol;Local;1;7;1,16;0;0;0;1;1,68;11;0;0;0;0;1;0;0;0;0;No;No;x;07/12/2015;2015/2016
Levante;Visitante;0;0;0;1;5;0,74;0;0;0;1;0,32;5;0;0;0;0;1;0;Si;No;x;07/12/2015;2015/2016
Getafe;Local;1;13;1,21;0;0;0;1;1,32;14;0;0;0;0;1;0;0;0;0;Si;No;x;11/12/2015;2015/2016
R. Sociedad;Visitante;0;0;0;1;9;1,47;0;0;0;1;1,16;8;0;0;0;0;1;0;No;No;x;11/12/2015;2015/2016
Barcelona;Local;2;24;3,52;0;0;0;1;2,58;22;0;0;0;0;1;0;0;0;0;No;Si;x;12/12/2015;2015/2016
Deportivo;Visitante;0;0;0;2;12;1,05;0;0;0;1;1,16;13;0;0;0;0;1;0;No;No;x;12/12/2015;2015/2016
Celta;Local;1;15;1,52;0;0;0;3;1,74;14;0;0;0;2;0;0;0;0;0;No;Si;1;12/12/2015;2015/2016
Espanyol;Visitante;0;0;0;0;8;0,95;0;0;0;0;0,58;6;0;0;0;0;0;4;No;No;1;12/12/2015;2015/2016
Las Palmas;Local;1;5;1,31;0;0;0;3;1,53;11;0;0;0;1;0;0;0;0;0;No;No;1;12/12/2015;2015/2016
Betis;Visitante;0;0;0;0;7;0,89;0;0;0;0;1,11;14;0;0;0;0;0;1;No;No;1;12/12/2015;2015/2016
Levante;Local;1;7;1,21;0;0;0;0;1,37;6;0;0;0;0;0;2;0;0;0;Si;No;2;12/12/2015;2015/2016
Granada;Visitante;0;0;0;2;11;1,05;0;0;0;3;0,84;9;0;0;0;1;0;0;No;No;2;12/12/2015;2015/2016
Sevilla;Local;2;17;2;0;0;0;3;2,26;18;0;0;0;6;0;0;0;0;0;No;No;1;12/12/2015;2015/2016
Sporting Gijón;Visitante;0;0;0;0;7;0,63;0;0;0;0;0,74;7;0;0;0;0;0;4;No;No;1;12/12/2015;2015/2016
Atlético;Local;2;11;1,74;0;0;0;3;2,53;19;0;0;0;4;0;0;0;0;0;No;Si;1;13/12/2015;2015/2016
Athletic;Visitante;0;0;0;1;10;1,21;0;0;0;0;1,32;11;0;0;0;0;0;1;No;Si;1;13/12/2015;2015/2016
Eibar;Local;1;9;1,37;0;0;0;1;1,53;12;0;0;0;0;1;0;0;0;0;No;No;x;13/12/2015;2015/2016
Valencia;Visitante;0;0;0;1;9;1,11;0;0;0;1;1;8;0;0;0;0;1;0;No;No;x;13/12/2015;2015/2016
Rayo;Local;1;9;1,53;0;0;0;0;1,47;10;0;0;0;0;0;2;0;0;0;Si;No;2;13/12/2015;2015/2016
Málaga;Visitante;0;0;0;2;2;0,63;0;0;0;3;0,95;5;0;0;0;1;0;0;No;No;2;13/12/2015;2015/2016
Villarreal;Local;1;14;1,37;0;0;0;3;2,11;19;0;0;0;2;0;0;0;0;0;No;Si;1;13/12/2015;2015/2016
Real Madrid;Visitante;0;0;0;0;16;2,11;0;0;0;0;2,16;14;0;0;0;0;0;1;No;Si;1;13/12/2015;2015/2016
Betis;Local;0;6;0,89;0;0;0;1;1,26;6;0;0;0;0;1;0;0;0;0;No;No;x;19/12/2015;2015/2016
Sevilla;Visitante;0;0;0;0;4;0,68;0;0;0;1;0,47;5;0;0;0;0;1;0;No;No;x;19/12/2015;2015/2016
Espanyol;Local;1;8;1,16;0;0;0;3;1,68;14;0;0;0;1;0;0;0;0;0;No;No;1;19/12/2015;2015/2016
Las Palmas;Visitante;0;0;0;0;7;1,05;0;0;0;0;0,79;2;0;0;0;0;0;2;No;No;1;19/12/2015;2015/2016
Deportivo;Local;2;13;1,32;0;0;0;3;1,05;13;0;0;0;1;0;0;0;0;0;No;No;1;19/12/2015;2015/2016
Eibar;Visitante;0;0;0;0;10;1,21;0;0;0;0;0,74;9;0;0;0;0;0;2;No;No;1;19/12/2015;2015/2016
Valencia;Local;2;12;1,31;0;0;0;1;1,32;14;0;0;0;0;3;0;0;0;0;No;No;x;19/12/2015;2015/2016
Getafe;Visitante;0;0;0;2;5;0,74;0;0;0;1;0,58;2;0;0;0;0;1;0;Si;No;x;19/12/2015;2015/2016
Athletic;Local;2;14;1,84;0;0;0;3;1,95;16;0;0;0;1;0;0;0;0;0;No;Si;1;20/12/2015;2015/2016
Levante;Visitante;0;0;0;0;5;0,74;0;0;0;0;0,32;5;0;0;0;0;0;1;Si;No;1;20/12/2015;2015/2016
Granada;Local;0;6;1,37;0;0;0;0;1,21;5;0;0;0;0;0;2;0;0;0;No;No;2;20/12/2015;2015/2016
Celta;Visitante;0;0;0;2;13;1,16;0;0;0;3;1,16;17;0;0;0;1;0;0;No;Si;2;20/12/2015;2015/2016
Málaga;Local;1;8;1,37;0;0;0;3;1,58;12;0;0;0;1;0;0;0;0;0;No;No;1;20/12/2015;2015/2016
Atlético;Visitante;0;0;0;0;11;1,58;0;0;0;0;2,1;16;0;0;0;0;0;1;No;Si;1;20/12/2015;2015/2016
Real Madrid;Local;10;26;3,68;0;0;0;3;2,58;19;0;0;0;2;0;0;0;0;0;No;Si;1;20/12/2015;2015/2016
Rayo;Visitante;0;0;0;2;9;1,21;0;0;0;0;0,53;4;0;0;0;0;0;2;Si;No;1;20/12/2015;2015/2016
R. Sociedad;Local;0;8;1,15;0;0;0;0;1,37;8;0;0;0;0;0;1;0;0;0;No;No;2;20/12/2015;2015/2016
Villarreal;Visitante;0;0;0;2;7;0,95;0;0;0;3;1,26;11;0;0;0;1;0;0;No;Si;2;20/12/2015;2015/2016
Barcelona;Local;4;28;3,52;0;0;0;3;2,58;25;0;0;0;1;0;0;0;0;0;No;Si;1;30/12/2015;2015/2016
Betis;Visitante;0;0;0;0;7;0,89;0;0;0;0;1,11;14;0;0;0;0;0;2;No;No;1;30/12/2015;2015/2016
Celta;Local;0;15;1,52;0;0;0;0;1,74;14;0;0;0;0;0;1;0;0;0;No;Si;2;30/12/2015;2015/2016
Athletic;Visitante;0;0;0;1;11;1,21;0;0;0;3;1,32;14;0;0;0;1;0;0;No;Si;2;30/12/2015;2015/2016
Eibar;Local;2;11;1,37;0;0;0;3;1,53;15;0;0;0;1;0;0;0;0;0;No;No;1;30/12/2015;2015/2016
Sporting Gijón;Visitante;0;0;0;0;7;0,63;0;0;0;0;0,74;7;0;0;0;0;0;5;No;No;1;30/12/2015;2015/2016
Getafe;Local;0;13;1,21;0;0;0;1;1,32;15;0;0;0;0;2;0;0;0;0;Si;No;x;30/12/2015;2015/2016
Deportivo;Visitante;0;0;0;0;12;1,05;0;0;0;1;1,16;14;0;0;0;0;2;0;No;No;x;30/12/2015;2015/2016
Las Palmas;Local;4;9;1,31;0;0;0;3;1,53;14;0;0;0;2;0;0;0;0;0;No;No;1;30/12/2015;2015/2016
Granada;Visitante;0;0;0;1;12;1,05;0;0;0;0;0,84;9;0;0;0;0;0;1;No;No;1;30/12/2015;2015/2016
Levante;Local;0;7;1,21;0;0;0;0;1,37;6;0;0;0;0;0;3;0;0;0;Si;No;2;30/12/2015;2015/2016
Málaga;Visitante;0;0;0;1;3;0,63;0;0;0;3;0,95;8;0;0;0;2;0;0;No;No;2;30/12/2015;2015/2016
Real Madrid;Local;3;29;3,68;0;0;0;3;2,58;22;0;0;0;3;0;0;0;0;0;No;Si;1;30/12/2015;2015/2016
R. Sociedad;Visitante;0;0;0;1;10;1,47;0;0;0;0;1,16;8;0;0;0;0;0;1;No;No;1;30/12/2015;2015/2016
Sevilla;Local;2;19;2;0;0;0;3;2,26;21;0;0;0;7;0;0;0;0;0;No;No;1;30/12/2015;2015/2016
Espanyol;Visitante;0;0;0;0;8;0,95;0;0;0;0;0,58;6;0;0;0;0;0;5;No;No;1;30/12/2015;2015/2016
Rayo;Local;0;9;1,53;0;0;0;0;1,47;10;0;0;0;0;0;3;0;0;0;Si;No;2;30/12/2015;2015/2016
Atlético;Visitante;0;0;0;2;13;1,58;0;0;0;3;2,1;19;0;0;0;1;0;0;No;Si;2;30/12/2015;2015/2016
Villarreal;Local;1;15;1,37;0;0;0;3;2,11;22;0;0;0;3;0;0;0;0;0;No;Si;1;31/12/2015;2015/2016
Valencia;Visitante;0;0;0;0;9;1,11;0;0;0;0;1;8;0;0;0;0;0;1;No;No;1;31/12/2015;2015/2016
Atlético;Local;1;12;1,74;0;0;0;3;2,53;22;0;0;0;5;0;0;0;0;0;No;Si;1;02/01/2016;2015/2016
Levante;Visitante;0;0;0;0;5;0,74;0;0;0;0;0,32;5;0;0;0;0;0;2;Si;No;1;02/01/2016;2015/2016
Espanyol;Local;0;8;1,16;0;0;0;1;1,68;15;0;0;0;0;1;0;0;0;0;No;No;x;02/01/2016;2015/2016
Barcelona;Visitante;0;0;0;0;12;2,37;0;0;0;1;2,21;14;0;0;0;0;2;0;No;Si;x;02/01/2016;2015/2016
Málaga;Local;2;10;1,37;0;0;0;3;1,58;15;0;0;0;2;0;0;0;0;0;No;No;1;02/01/2016;2015/2016
Celta;Visitante;0;0;0;0;13;1,16;0;0;0;0;1,16;17;0;0;0;0;0;1;No;Si;1;02/01/2016;2015/2016
Athletic;Local;2;16;1,84;0;0;0;1;1,95;17;0;0;0;0;1;0;0;0;0;No;Si;x;03/01/2016;2015/2016
Las Palmas;Visitante;0;0;0;2;9;1,05;0;0;0;1;0,79;3;0;0;0;0;1;0;No;No;x;03/01/2016;2015/2016
Betis;Local;0;6;0,89;0;0;0;0;1,26;6;0;0;0;0;0;1;0;0;0;No;No;2;03/01/2016;2015/2016
Eibar;Visitante;0;0;0;4;14;1,21;0;0;0;3;0,74;12;0;0;0;1;0;0;No;No;2;03/01/2016;2015/2016
Granada;Local;2;8;1,37;0;0;0;3;1,21;8;0;0;0;1;0;0;0;0;0;No;No;1;03/01/2016;2015/2016
Sevilla;Visitante;0;0;0;1;5;0,68;0;0;0;0;0,47;5;0;0;0;0;0;1;No;No;1;03/01/2016;2015/2016
Deportivo;Local;1;14;1,32;0;0;0;0;1,05;13;0;0;0;0;0;1;0;0;0;No;No;2;03/01/2016;2015/2016
Villarreal;Visitante;0;0;0;2;9;0,95;0;0;0;3;1,26;14;0;0;0;2;0;0;No;Si;2;03/01/2016;2015/2016
Valencia;Local;2;14;1,31;0;0;0;1;1,32;15;0;0;0;0;4;0;0;0;0;No;No;x;03/01/2016;2015/2016
Real Madrid;Visitante;0;0;0;2;18;2,11;0;0;0;1;2,16;15;0;0;0;0;1;0;No;Si;x;03/01/2016;2015/2016
Rayo;Local;2;11;1,53;0;0;0;1;1,47;11;0;0;0;0;1;0;0;0;0;Si;No;x;03/01/2016;2015/2016
R. Sociedad;Visitante;0;0;0;2;12;1,47;0;0;0;1;1,16;9;0;0;0;0;1;0;No;No;x;03/01/2016;2015/2016
Sporting Gijón;Local;1;9;1,47;0;0;0;0;1,32;8;0;0;0;0;0;1;0;0;0;No;No;2;04/01/2016;2015/2016
Getafe;Visitante;0;0;0;2;7;0,74;0;0;0;3;0,58;5;0;0;0;1;0;0;Si;No;2;04/01/2016;2015/2016
Barcelona;Local;4;32;3,52;0;0;0;3;2,58;28;0;0;0;2;0;0;0;0;0;No;Si;1;09/01/2016;2015/2016
Granada;Visitante;0;0;0;0;12;1,05;0;0;0;0;0,84;9;0;0;0;0;0;2;No;No;1;09/01/2016;2015/2016
Getafe;Local;1;14;1,21;0;0;0;3;1,32;18;0;0;0;1;0;0;0;0;0;Si;No;1;09/01/2016;2015/2016
Betis;Visitante;0;0;0;0;7;0,89;0;0;0;0;1,11;14;0;0;0;0;0;3;No;No;1;09/01/2016;2015/2016
Levante;Local;2;9;1,21;0;0;0;3;1,37;9;0;0;0;1;0;0;0;0;0;Si;No;1;09/01/2016;2015/2016
Rayo;Visitante;0;0;0;1;10;1,21;0;0;0;0;0,53;4;0;0;0;0;0;3;Si;No;1;09/01/2016;2015/2016
Real Madrid;Local;5;34;3,68;0;0;0;3;2,58;25;0;0;0;4;0;0;0;0;0;No;Si;1;09/01/2016;2015/2016
Deportivo;Visitante;0;0;0;0;12;1,05;0;0;0;0;1,16;14;0;0;0;0;0;1;No;No;1;09/01/2016;2015/2016
Sevilla;Local;2;21;2;0;0;0;3;2,26;24;0;0;0;8;0;0;0;0;0;No;No;1;09/01/2016;2015/2016
Athletic;Visitante;0;0;0;0;11;1,21;0;0;0;0;1,32;14;0;0;0;0;0;1;No;Si;1;09/01/2016;2015/2016
Celta;Local;0;15;1,52;0;0;0;0;1,74;14;0;0;0;0;0;2;0;0;0;No;Si;2;10/01/2016;2015/2016
Atlético;Visitante;0;0;0;2;15;1,58;0;0;0;3;2,1;22;0;0;0;2;0;0;No;Si;2;10/01/2016;2015/2016
Eibar;Local;2;13;1,37;0;0;0;3;1,53;18;0;0;0;2;0;0;0;0;0;No;No;1;10/01/2016;2015/2016
Espanyol;Visitante;0;0;0;1;9;0,95;0;0;0;0;0,58;6;0;0;0;0;0;6;No;No;1;10/01/2016;2015/2016
Las Palmas;Local;1;10;1,31;0;0;0;1;1,53;15;0;0;0;0;1;0;0;0;0;No;No;x;10/01/2016;2015/2016
Málaga;Visitante;0;0;0;1;4;0,63;0;0;0;1;0,95;9;0;0;0;0;1;0;No;No;x;10/01/2016;2015/2016
R. Sociedad;Local;2;10;1,15;0;0;0;3;1,37;11;0;0;0;1;0;0;0;0;0;No;No;1;10/01/2016;2015/2016
Valencia;Visitante;0;0;0;0;9;1,11;0;0;0;0;1;8;0;0;0;0;0;2;No;No;1;10/01/2016;2015/2016
Villarreal;Local;2;17;1,37;0;0;0;3;2,11;25;0;0;0;4;0;0;0;0;0;No;Si;1;10/01/2016;2015/2016
Sporting Gijón;Visitante;0;0;0;0;7;0,63;0;0;0;0;0,74;7;0;0;0;0;0;6;No;No;1;10/01/2016;2015/2016
Celta;Local;4;19;1,52;0;0;0;3;1,74;17;0;0;0;1;0;0;0;0;0;No;Si;1;16/01/2016;2015/2016
